sentence_id,title,sentence_text,paragraph_text,origin_sentence,category
444341,m06003039,"איני סבור , כפי ש גורס בא כוח ה נאשם , כי מ אופן עדות של היא של ה מתלוננת , ה מצומצמת ו ה שטחית ב תוכן ו ב רגש , יש ללמוד כי לא היו דברים מעולם .","איני סבור, כפי שגורס בא כוח הנאשם, כי מאופן עדותה של המתלוננת, המצומצמת והשטחית בתוכן וברגש, יש ללמוד כי לא היו דברים מעולם. תאוריה זו עשויה להיות נכונה במקרים רבים, אך לא במקרה זה.","איני סבור, כפי שגורס בא כוח הנאשם, כי מאופן עדותה של המתלוננת, המצומצמת והשטחית בתוכן וברגש, יש ללמוד כי לא היו דברים מעולם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
450984,ME-06-1135-847,"עמוד ה תווך של ראיות ה תביעה , מ טבע ה דברים , הייתה עדות של היא של ה מתלוננת , בחורה רווקה בת 28 שנים , בת ל ה מגזר ה חרדי ה גרה עם הורה של היא ב בית של הם ב בני - ברק ו עובדת כ מנהלת חשבונות ב משרד של דוד של היא .","עמוד התווך של ראיות התביעה, מטבע הדברים, הייתה עדותה של המתלוננת, בחורה רווקה בת 28 שנים, בת למגזר החרדי הגרה עם הוריה בביתם בבני-ברק ועובדת כמנהלת חשבונות במשרד של דודה. בעדותה בפנינו, אשר נמשכה לאורך שתי ישיבות, עמדה על היכרותה עם הנאשם, בעלה בנפרד של אחותה (עובר למסירת העדות), על תמיכתה הרבה במשפחתם, כספית, כלכלית ובדרכים נוספות ""הייתי תומכת בהם הרבה, בכל מישור שרק אפשר..."" (עמוד 17 שורות 18-19 לפרוטוקול).","עמוד התווך של ראיות התביעה, מטבע הדברים, הייתה עדותה של המתלוננת, בחורה רווקה בת 28 שנים, בת למגזר החרדי הגרה עם הוריה בביתם בבני-ברק ועובדת כמנהלת חשבונות במשרד של דודה",לא רלוונטי
501627,s021784a,יש לקבל את עדות של הן של שלושת ה מתלוננות ר.ר - ר.א. - ש.ק. כמהימנות .,10. יש לקבל את עדותן של שלושת המתלוננות ר.ר – ר.א. – ש.ק. כמהימנות., יש לקבל את עדותן של שלושת המתלוננות ר,לא רלוונטי
587582,M-NoPub-ZC-1-045-L,"כבישת עדות של היא של ה מתלוננת ה ארועים נשוא ה אישום ה ראשון ארעו ב ה תאריך 8.1.94 , ו ה מתלוננת , כפי ש העידה ב פנין של הוא , לא הגישה על כך תלונה ב ה משטרה .","ח. כבישת עדותה של המתלוננת הארועים נשוא האישום הראשון ארעו בתאריך 8.1.94, והמתלוננת, כפי שהעידה בפנינו, לא הגישה על כך תלונה במשטרה. בתאריך 4.2.94, בא הנאשם לביתה של המתלוננת, עובדה, שכמובן, לא מוכחשת על ידו ואז התרחשו הדברים המתוארים באישום השני.", כבישת עדותה של המתלוננת הארועים נשוא האישום הראשון ארעו בתאריך 8,לא רלוונטי
604414,ME-18-12-64564-33,כל שכן ש צפויים קשיים מסוימים ב עדות של ילדה קטנה .,"למעשה, הקשיים המעטים שנמצאו בעדות הם אכן מסוג הקשיים שאנו מוצאים תדיר בעדות נפגעי טראומה, במיוחד טראומה מינית. כל שכן שצפויים קשיים מסוימים בעדות של ילדה קטנה. לכאורה ניתן היה לומר, שאין באלה כדי לגרוע מהמסקנה הקשה המתחייבת מעדותה המשכנעת. אולם, צודק גם חברי כי אותם קשיים קטנים מצטרפים לקושי מעט יותר משמעותי. שכן, ניתן היה, וצריך היה, לאפשר לחוקרת הילדים לבחון את גרסת האב וההקלטות, עוד לפני קבלת הילדה לראיון, או למצער לאחר הריאיון, על מנת לסייע בהערכת המהימנות. זאת, כדי לאפשר לחוקרת הילדים לבחון באופן מדויק יותר את ההשפעה האפשרית של התחקור ההורי התמים, על דברי הילדה, ואם יש (או אין) צורך לשאול את הילדה שאלות נוספות בעניין זה.", כל שכן שצפויים קשיים מסוימים בעדות של ילדה קטנה,לא רלוונטי
680084,m04001141-a,"די ל אנחנו כי גם ב אישום זה פעל עופר כ ה יד ה מכוונת , ו כ מנהג בעלים , דבר ה נתמך גם ב גרסה של הן של ה מתלוננות ה נוספות .","די לנו כי גם באישום זה פעל עופר כיד המכוונת, וכמנהג בעלים, דבר הנתמך גם בגרסתן של המתלוננות הנוספות.","די לנו כי גם באישום זה פעל עופר כיד המכוונת, וכמנהג בעלים, דבר הנתמך גם בגרסתן של המתלוננות הנוספות",לא רלוונטי
680228,m04001141-a,"ל טענת סנגור של הוא של מוטי , אישום זה מבוסס על עדות של הן של ה מתלוננות ה נוספות , אשר ל דבר של הוא אין ליתן ב הן אמון .","150. לטענת סנגורו של מוטי, אישום זה מבוסס על עדויותיהן של המתלוננות הנוספות, אשר לדבריו אין ליתן בהן אמון. לגרסתו, המתלוננות הנוספות מסרו את תלונתן כנגד מוטי, על מנת למנוע את גירושן מהארץ, גירוש אשר היה צריך לצאת אל הפועל ביום 2.8.04."," לטענת סנגורו של מוטי, אישום זה מבוסס על עדויותיהן של המתלוננות הנוספות, אשר לדבריו אין ליתן בהן אמון","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
680261,m04001141-a,"כפי ש פתחנו את ה דיון ב אישום ה ראשון , כך גם ב אישום זה , על אנחנו להידרש ל ה שאלה האם יש מקום ליתן אמון ב עדות של הן של ה מתלוננות ה נוספות , או שמא עדות של הן נובעת מ אותם מ ניעים ש פורטו לעיל .","דיון: 155. כפי שפתחנו את הדיון באישום הראשון, כך גם באישום זה, עלינו להידרש לשאלה האם יש מקום ליתן אמון בעדותן של המתלוננות הנוספות, או שמא עדותן נובעת מאותם מניעים שפורטו לעיל. דהיינו, מתן עדות במשטרה על מנת לזכות באותה ""תעודה ביטוח"" לעבודה  בזנות ובאין מפריע."," כפי שפתחנו את הדיון באישום הראשון, כך גם באישום זה, עלינו להידרש לשאלה האם יש מקום ליתן אמון בעדותן של המתלוננות הנוספות, או שמא עדותן נובעת מאותם מניעים שפורטו לעיל",לא רלוונטי
680410,m04001141-a,"כ סיכום ביניים ניתן לסכם כדלקמן : עדות של הן של ה מתלוננות ה נוספות ב כל ה קשור ל ה אופן הגעה של הן ל ה מכון לא נסתרה , למעט על - ידי מוטי עצמו .","167. כסיכום ביניים ניתן לסכם כדלקמן: עדותן של המתלוננות הנוספות בכל הקשור לאופן הגעתן למכון לא נסתרה, למעט על-ידי מוטי עצמו. ודוק, לאחר דברי עופר כי טילפן מראש לדב לקראת בואן של המתלוננות הנוספות, מצופה היה כי או הוא או דב או אף מוטי, יביא בפנינו גרסה שונה בדבר הגעת המתלוננות הנוספות. יתר על כן, לא בכדי טרח מוטי וציין כי מעולם לא נסעה מי מהן במכוניתו, טענה שנסתרה על ידו הוא. מוטי אף ניסה להרחיק עצמו מקשר לאותו טלפון נייד שנמצא ברשותו ולמספרי הטלפון שבו, שכן יכול ויקשרו אותו אף לשיחות לחו""ל בעניינן של המתלוננות או המתלוננות הנוספות."," כסיכום ביניים ניתן לסכם כדלקמן: עדותן של המתלוננות הנוספות בכל הקשור לאופן הגעתן למכון לא נסתרה, למעט על-ידי מוטי עצמו",לא רלוונטי
680463,m04001141-a,"עם זאת , ניתן למצוא תימוכין ל גרסה של הן של ה מתלוננות ה נוספות , דווקא מ חקירה של הוא של דב .","בנושא זה אכן העידו המתלוננות הנוספות כי מוטי הוא זה שהביאן והסיען למכון, תוך שהדבר מוכחש על-ידי מוטי. עם זאת, ניתן למצוא תימוכין לגרסתן של המתלוננות הנוספות, דווקא מחקירתו של דב."," עם זאת, ניתן למצוא תימוכין לגרסתן של המתלוננות הנוספות, דווקא מחקירתו של דב",אמינה בגלל חיזוק חיצוני
685776,m04001134-a,"באשר ל נזק ש נגרם ל קורבנות , לא התקבל תסקיר קורבן אודות אף אחת מ ה מתלוננות , אך ה תובעת הזכירה את עדות של היא של ה מתלוננת ה ראשונה בפני בית - ה משפט , ש סיפרה ש היא נוטלת כדורים ; ש היא אינה ישנה ו אינה מתפקדת ; ש היא שבר כלי .","באשר לנזק שנגרם לקורבנות, לא התקבל תסקיר קורבן אודות אף אחת מהמתלוננות, אך התובעת הזכירה את עדותה של המתלוננת הראשונה בפני בית-המשפט, שסיפרה שהיא נוטלת כדורים; שהיא אינה ישנה ואינה מתפקדת; שהיא שבר כלי. היא רעדה ובכתה כל אימת שנזכרה באותם אירועים. התובעת סיפרה שמרגע שנודע למתלוננת זו שהיא צריכה להעיד בבית המשפט, היא נכנסה לחרדה, הזכרונות חזרו אליה והיא נזקקה לתעצומות נפש, כדי להתגבר על תחושת ההשפלה ולעמוד על דוכן העדים. גם המתלוננת השנייה חשה בושה וכבודה העצמי נרמס בעקבות המעשים. התובעת הזכירה שהפגיעה שנגרמת לקורבנות של עבירות מין יכולה להיות גם עתידית.","באשר לנזק שנגרם לקורבנות, לא התקבל תסקיר קורבן אודות אף אחת מהמתלוננות, אך התובעת הזכירה את עדותה של המתלוננת הראשונה בפני בית-המשפט, שסיפרה שהיא נוטלת כדורים; שהיא אינה ישנה ואינה מתפקדת; שהיא שבר כלי",לא רלוונטי
700298,ME-00-121-HK,"דווקא משום כך , מן ה ראוי , ש יעשה מאמץ למצוא ראיות כ ה אלה ב מידת ה אפשר , ב ענייננו עדות של היא של נערה נוספת , ש היתה ל גירסת ה מתלוננת נוכחת ב אירוע ה שני , ו כן עדות של תלמידות על התנהגות של הוא של ה נאשם כלפי הן ב דרך כלל , כפי ש נטען על ידי את היא מתלוננת .","אנו ערים, כמובן, לכך שלאירועים מהסוג הנטען קשה למצוא ראיות עצמאיות התומכות בגירסת המתלוננת. דווקא משום כך, מן הראוי, שיעשה מאמץ למצוא ראיות כאלה במידת האפשר, בענייננו עדותה של נערה נוספת, שהיתה לגירסת המתלוננת נוכחת באירוע השני, וכן עדות של תלמידות על התנהגותו של הנאשם כלפיהן בדרך כלל, כפי שנטען על ידי אותה מתלוננת. ראו הערתנו בכיוון זה בעת סיכומי התובעת בעמ' 36 למעלה. מן הנמנע, במקרים מעין אלה, להפוך את ההלכות המתייחסות לעדות כבושה לאות מתה."," דווקא משום כך, מן הראוי, שיעשה מאמץ למצוא ראיות כאלה במידת האפשר, בענייננו עדותה של נערה נוספת, שהיתה לגירסת המתלוננת נוכחת באירוע השני, וכן עדות של תלמידות על התנהגותו של הנאשם כלפיהן בדרך כלל, כפי שנטען על ידי אותה מתלוננת",לא רלוונטי
832642,ME-10-05-382-1,"ה דעת אף ניתנה ל כך כי ה נאשם הודה ב שלב מוקדם של ה הליכים , ו חסך עגמת נפש , ה כרוכה ב עדות של הן של שתי ה מתלוננות ה אחרות , גם אם לא חסך זאת מן ה ישישה ש בין הן , ש נאלצה להתייצב פעמיים ב בית ה משפט ו להיחקר ; ו אלמלא ה הודאה ו ה הסדר ב עקבה של הוא היינו מחמירים ב עונש של הוא מעבר ל מפורט להלן .","בין שיקולים אלה נמנה את גילו הצעיר של הנאשם, אורח חייו הנורמטיבי עד שפתח במסכת העבירות נשוא תיק זה, וכן את העובדה כי זו הפעם הראשונה שהוא מופיע בבית המשפט ולא הורשע קודם לכן מעולם. הדעת אף ניתנה לכך כי הנאשם הודה בשלב מוקדם של ההליכים, וחסך עגמת נפש, הכרוכה בעדותן של שתי המתלוננות האחרות, גם אם לא חסך זאת מן הישישה שביניהן, שנאלצה להתייצב פעמיים בבית המשפט ולהיחקר; ואלמלא ההודאה וההסדר בעקבותיו היינו מחמירים בעונשו מעבר למפורט להלן."," הדעת אף ניתנה לכך כי הנאשם הודה בשלב מוקדם של ההליכים, וחסך עגמת נפש, הכרוכה בעדותן של שתי המתלוננות האחרות, גם אם לא חסך זאת מן הישישה שביניהן, שנאלצה להתייצב פעמיים בבית המשפט ולהיחקר; ואלמלא ההודאה וההסדר בעקבותיו היינו מחמירים בעונשו מעבר למפורט להלן",לא רלוונטי
1053230,SH-09-2064-831,"כש נשאל , מה יש ל הוא לומר על עדות של היא של ה מתלוננת נטיה , ש זיהתה את הוא ו כי שאל את היא Do you speak English השיב , ש זה שקר ו לא נכון .","כשנשאל, מה יש לו לומר על עדותה של המתלוננת נטיה, שזיהתה אותו וכי שאל אותה  Do you speak English השיב, שזה שקר ולא נכון. אף פעם לא ראה אותה . אולי מישהו באמת פגע בה, אבל זה לא הוא. היא אמרה שאיים עליה בסכין בצוואר, יכלו לעשות DNA . אם היה נוגע בה היה ניתן להוציא ט.א מהצוואר שלה.","כשנשאל, מה יש לו לומר על עדותה של המתלוננת נטיה, שזיהתה אותו וכי שאל אותה  Do you speak English השיב, שזה שקר ולא נכון",לא רלוונטי
1064580,m07004039,"ב מדינת ישראל נ' פלוני , פ""ד מז ( 1 ) 292 , מתייחס בית ה משפט ל אפשרות כי עדויות של מתלוננות שונות כנגד אותו נאשם יחזקו זו את זו ( עמ' 304 ) :","ב מדינת ישראל נ' פלוני, פ""ד מז (1) 292, מתייחס  בית המשפט לאפשרות כי עדויות של מתלוננות שונות כנגד אותו נאשם יחזקו זו את זו (עמ' 304):","ב מדינת ישראל נ' פלוני, פ""ד מז (1) 292, מתייחס  בית המשפט לאפשרות כי עדויות של מתלוננות שונות כנגד אותו נאשם יחזקו זו את זו (עמ' 304):",לא רלוונטי
1177301,s00002233-371,לעומת התפתלותלתיו את הוא של ה נאשם הייתה עדות ה מתלוננת עדות של נערה צעירה ש השתדלה למסור עדות מדויקת של חוויה מזעזעת ש עברה .,לעומת התפתלויותיו של הנאשם הייתה עדות המתלוננת עדות של נערה צעירה שהשתדלה למסור עדות מדויקת של חוויה מזעזעת שעברה.,לעומת התפתלויותיו של הנאשם הייתה עדות המתלוננת עדות של נערה צעירה שהשתדלה למסור עדות מדויקת של חוויה מזעזעת שעברה,אמינה בגלל שהנאשם לא אמין
1212348,s98001190-19,"ו עם זאת , יש ב עדות של היא של ה.ל. כדי להוות חיזוק ראוי ל עדות של הן של מתלוננות אחרות .","ו. ועם זאת, יש בעדותה של ה.ל. כדי להוות חיזוק ראוי לעדויותיהן של מתלוננות אחרות. יש בגרסה זו כדי ללמד על נטייתו של הנאשם למעשים מן הסוג שעל הפרק. גם בהנחה שאכן נתנה ה.ל. את הסכמתה למעשי הנאשם, וכאמור זכאי הנאשם על בסיס דבריה להנות לפחות מן הספק שאכן כך, הרי לא ידע הוא שתיתן היא את הסכמתה במהלך המעשה, אלא שלמזלו נתנה היא את הסכמתה, לפחות על פי גרסתה בבית המשפט, והוציאה היא בכך את מעשיו מכלל עבירה. מכאן, שגם אם אין מקום להרשעת הנאשם בכל הקשור במעשיו כלפי ה.ל., בשל כך שיש לפחות ספק של ממש אם לא נתנה היא את הסכמתה למעשים אלה, הרי יש בעדותה המהימנה כדי לשמש במידת הצורך חיזוק לעדויותיהן של המתלוננות האחרות, וכמפורט להלן."," ועם זאת, יש בעדותה של ה",לא רלוונטי
1212351,s98001190-19,"מ כאן , ש גם אם אין מקום ל הרשעת ה נאשם ב כל ה קשור ב מעשה של הוא כלפי ה.ל. , בשל כך ש יש לפחות ספק של ממש אם לא נתנה היא את הסכמה של היא ל ה מעשים אלה , הרי יש ב עדות של היא ה מהימנה כדי לשמש ב מידת ה צורך חיזוק ל עדות של הן של ה מתלוננות ה אחרות , ו כ ה מפורט להלן .","ו. ועם זאת, יש בעדותה של ה.ל. כדי להוות חיזוק ראוי לעדויותיהן של מתלוננות אחרות. יש בגרסה זו כדי ללמד על נטייתו של הנאשם למעשים מן הסוג שעל הפרק. גם בהנחה שאכן נתנה ה.ל. את הסכמתה למעשי הנאשם, וכאמור זכאי הנאשם על בסיס דבריה להנות לפחות מן הספק שאכן כך, הרי לא ידע הוא שתיתן היא את הסכמתה במהלך המעשה, אלא שלמזלו נתנה היא את הסכמתה, לפחות על פי גרסתה בבית המשפט, והוציאה היא בכך את מעשיו מכלל עבירה. מכאן, שגם אם אין מקום להרשעת הנאשם בכל הקשור במעשיו כלפי ה.ל., בשל כך שיש לפחות ספק של ממש אם לא נתנה היא את הסכמתה למעשים אלה, הרי יש בעדותה המהימנה כדי לשמש במידת הצורך חיזוק לעדויותיהן של המתלוננות האחרות, וכמפורט להלן.",", בשל כך שיש לפחות ספק של ממש אם לא נתנה היא את הסכמתה למעשים אלה, הרי יש בעדותה המהימנה כדי לשמש במידת הצורך חיזוק לעדויותיהן של המתלוננות האחרות, וכמפורט להלן",אמינה בגלל חיזוק חיצוני
1212808,s98001190-19,"ו עם כל זאת , ה מדובר כאמור ב עדות מהימנה , ו עשוייה היא לשמש חיזוק ל גרסאה של הן של מתלוננות אחרות , ו כ ה מפורט להלן .","ו. ועם כל זאת, המדובר כאמור בעדות מהימנה, ועשוייה היא לשמש חיזוק לגרסאותיהן של מתלוננות אחרות, וכמפורט להלן."," ועם כל זאת, המדובר כאמור בעדות מהימנה, ועשוייה היא לשמש חיזוק לגרסאותיהן של מתלוננות אחרות, וכמפורט להלן","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
1213193,s98001190-19,"רוצה לומר : יש ב סתירות ש נתגלו , ל טענת ה הגנה , כדי לכרסם ב מהימנות של הן , הן של עדי ה תביעה ש ב גרסה של הם עצמה ניתן היה להצביע על שקרים , ו ב המשך ל כך גם על גרסה של הן של יתר ה מתלוננות ה אחרות , ב בחינת פרט ש ללמד על ה כלל כולו הוא יצא .","ד. בעוד שמבקשת התביעה ללמוד חיזוק מעדות אחת לחברתה לטובת גרסאותיהן של אותן מתלוננות שעדותן טעונה חיזוק, מבקשת ההגנה מבית המשפט לשים את ליבו דווקא לסתירות שפירטה וללמוד מהן לשלילה על מהימנות הגרסאות שעל הפרק. רוצה לומר: יש בסתירות שנתגלו, לטענת ההגנה, כדי לכרסם במהימנותן, הן של עדי התביעה שבגרסתם עצמה ניתן היה להצביע על שקרים, ובהמשך לכך גם על גרסתן של יתר המתלוננות האחרות, בבחינת פרט שללמד על הכלל כולו יצא. הסתירות שנתגלו מהוות, לדעת ב""כ הנאשם, את קצהו של ""קרחון של שקרים"", ודי בשקרים שהוכחו, לטענתה, כדי ללמד, לכל הפחות, על ספקות המחייבים את זיכוי הנאשם. ב""כ הנאשם ביקשה לפרט סתירות רבות. חלקן לתפיסתי אמנם טריוויאלי, אם בכלל ניתן לראות בהן סתירות, ואולם, אחדות מהן בודאי משמעותיות ומחייבות התייחסות מתאימה של בית המשפט, אלה הן:"," רוצה לומר: יש בסתירות שנתגלו, לטענת ההגנה, כדי לכרסם במהימנותן, הן של עדי התביעה שבגרסתם עצמה ניתן היה להצביע על שקרים, ובהמשך לכך גם על גרסתן של יתר המתלוננות האחרות, בבחינת פרט שללמד על הכלל כולו יצא","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
1213202,s98001190-19,"על פי ה טענה גרסה ר.ל. ב בית ה משפט את נושא ה נשיקה רק לאחר ש שמעה את גרסה של הן של מתלוננות אחרות ו ביקשה "" להתאים "" את גרסה של היא .","1. הקשיים בגרסתה של ר.ל., שהביאה כבר בשלב המוקדם את בית המשפט להורות על זיכויו של הנאשם מהעבירה המיוחסת לו, ולו גם מחמת הספק. בנקודה זאת אציין שהנני ער לטענת ההגנה לפיה לא זו בלבד שאין המדובר בשינוי גרסה ""סתם"", אלא בהתאמה מכוונת של גרסת ר.ל. כדי שתתאם את גרסת המתלוננות האחרות מבחינת טיבו ואפיונו של המעשה המגונה. לפי טענה זו, אמנם הזכירה ר.ל. בחקירתה במשטרה שהוציא הנאשם את איבר מינו, ואולם לא ציינה את הנשיקה שביקש לתת [עיין נ/7 כמפורט לעיל]. על פי הטענה גרסה ר.ל. בבית המשפט את נושא הנשיקה רק לאחר ששמעה את גרסתן של מתלוננות אחרות וביקשה ""להתאים"" את גרסתה. בשינוי גרסה מגמתי זה, לטענת ההגנה, יש כדי ללמד רבות על מהימנותן של המתלוננות האחרות: כולן דיברו זו עם זו ותיאמו את גרסתן השיקרית, לטענת ההגנה. נוכח זיכויו של הנאשם מהאשמה שיוחסה לו בעניינה של ר.ל., אסתפק בציון העובדה שער אני לטענה האמורה. עם זאת, אינני בדיעה שיש ליתן לטענה זו, גם אם יש בה מעט ממש, כדי לבסס מסקנות דרסטיות לחובת מהימנותם של עדי התביעה האחרים, כפי שסבורה ב""כ הנאשם."," בבית המשפט את נושא הנשיקה רק לאחר ששמעה את גרסתן של מתלוננות אחרות וביקשה ""להתאים"" את גרסתה","לא אמינה כי נתפסת כנקמנית, חשש להעללה או האשמת שווא"
1213528,s98001190-19,"עם זאת , עשוייה גרסה של היא לשמש חיזוק ל גרסאה של הן של מתלוננות אחרות .","עדותה נמצאה על ידי בית המשפט כמהימנה בעיקרה. עם זאת, לימדה גרסתה על ספק ממשי בשאלה האם לא נתנה היא את הסכמתה למעשיו של הנאשם. גם אם ייתכן ויש מקום להסתפק בשאלה אם אכן ניתנה הסכמה זו, וגם אם נבעה הסכמה שכזו משיקולי אינטרס, ברי שספק של ממש מרחף מעל שאלה זו. במצב של ספק-הסכמה, יזוכה הנאשם. עם זאת, עשוייה גרסתה לשמש חיזוק לגרסאותיהן של מתלוננות אחרות. גם אם נתנה היא את הסכמתה בצורה כזו או אחרת, אין בכך כדי לשלול את תוקף דבריה המלמדים על נטיותיו של הנאשם."," עם זאת, עשוייה גרסתה לשמש חיזוק לגרסאותיהן של מתלוננות אחרות",לא רלוונטי
1567142,ME-07-1023-33,"מסקנות לאחר ש ב חנתי את עדות של היא של ל.א. מול זו של ה נאשם , החלטתי להעדיף את גרסה של היא של ל.א. ה תואמת ב פרטים רבים את עדות של הן של מתלוננות נוספות , שיחות ה טלפון ה ארוכות מ טלפונים ש ב שימוש של הוא של ה נאשם תומכות ב גרסת ה מתלוננת ו לא נמצא ל הן הסבר סביר ב עדות של הוא של ה נאשם .","מסקנות לאחר שבחנתי את עדותה של ל.א. מול זו של הנאשם, החלטתי להעדיף את גרסתה של ל.א. התואמת בפרטים רבים את עדויותיהן של מתלוננות נוספות, שיחות הטלפון הארוכות מטלפונים שבשימושו של הנאשם תומכות בגרסת המתלוננת ולא נמצא להן הסבר סביר בעדותו של הנאשם."," מול זו של הנאשם, החלטתי להעדיף את גרסתה של ל",לא רלוונטי
1567480,ME-07-1023-33,"עדות של היא , ככל ש היא נוגעת ל ה דרישות ה ביזאריות , נתמכת ב עדות של הן של מתלוננות אחרות ו ב הקלטת ה שיחות בין ה נאשם ל דמרי ת / 80 - ת / 84 .","עדותה, ככל שהיא נוגעת לדרישות הביזאריות, נתמכת בעדותן של מתלוננות אחרות ובהקלטת השיחות בין הנאשם לדמרי ת/80 – ת/84.","עדותה, ככל שהיא נוגעת לדרישות הביזאריות, נתמכת בעדותן של מתלוננות אחרות ובהקלטת השיחות בין הנאשם לדמרי ת/80 – ת/84",אמינה בגלל חיזוק חיצוני
1567495,ME-07-1023-33,"עוד יצויין כי תיאור של היא של א. ר. את התנהלות של הוא של ה נאשם , החל מ ה ראש ה מושפל , המשך ב אופן התנהלות של הוא ב בית של היא ו כלה ב התעוררות ש לאחר ה טיפול , דומה דמיון ש אינו יכול להיות מקרי ל תיאור של הן של ה מתלוננות ה אחרות .","עוד יצויין כי תיאורה של א.ר. את התנהלותו של הנאשם, החל מהראש המושפל, המשך באופן התנהלותו בביתה וכלה בהתעוררות שלאחר הטיפול, דומה דמיון שאינו יכול להיות מקרי לתיאורן של המתלוננות האחרות."," את התנהלותו של הנאשם, החל מהראש המושפל, המשך באופן התנהלותו בביתה וכלה בהתעוררות שלאחר הטיפול, דומה דמיון שאינו יכול להיות מקרי לתיאורן של המתלוננות האחרות",לא רלוונטי
1673248,ME-12-08-3491-22,""" ה ריני סבור כי ב ה שאלה אם לקבל כ ה ראיה את חוות דעה של הוא ו עדות של הוא של חוקר ילדים , אודות מתלונן קטן ה מעיד ב משפט , מוטל על בית ה משפט להכריע תוך התחשבות ב מטרת ה גשתן של ה ראיות ו על רקע נסיבה של הוא ה עובדתיות של ה מקרה ה נתון .","""הריני סבור כי בשאלה אם לקבל כראיה את חוות דעתו ועדותו של חוקר ילדים, אודות מתלונן קטן המעיד במשפט, מוטל על בית המשפט להכריע תוך התחשבות במטרת הגשתן של הראיות ועל רקע נסיבותיו העובדתיות של המקרה הנתון.","""הריני סבור כי בשאלה אם לקבל כראיה את חוות דעתו ועדותו של חוקר ילדים, אודות מתלונן קטן המעיד במשפט, מוטל על בית המשפט להכריע תוך התחשבות במטרת הגשתן של הראיות ועל רקע נסיבותיו העובדתיות של המקרה הנתון",לא רלוונטי
2018475,ME-15-03-14854-33,"עוד נעיר כי לעתים ניתן למצוא סתירות בין ה עדויות של ה מתלוננות , בין סתירות פנימיות , ו בין סתירות בין עדות מתלוננת אחת ל עדות של מתלוננת אחרת .","171. עוד נעיר כי לעתים ניתן למצוא סתירות בין העדויות של המתלוננות, בין סתירות פנימיות, ובין סתירות בין עדות מתלוננת אחת לעדות של מתלוננת אחרת. כפי שנראה, ברוב המקרים לא מדובר בסתירות מהותיות, ואין בהן לקעקע את גרעין העדויות. נזכיר גם, כי סתירות בפרטים שונים בין עדויות היא תופעה טבעית, שהרי אין לצפות מעדים למסור תיאור מדויק לגמרי, כצפוי ממכשיר צילום מדויק (ראו  פלוני נ' מדינת ישראל [פורסם בנבו] (3.9.2013);  הנ""ל;  פלוני נ' מדינת ישראל [פורסם בנבו] (1.7.2009);  הנ""ל; ע""פ 993/00 הנ""ל). לכל עד זיכרון סובייקטיבי שלו על האירועים; כל עד מקדיש תשומת לב לפרטים אחרים; הזמן שחולף מרגע ההתרחשות ועד העדות משפיע על כל עד באופן שונה; יכולת ההבעה של עדים שונה; יחסם של העדים למעמד העדות אינו זהה; כל עד חווה, לאחר האירוע מושא העדויות, חוויות שונות המעצימות או מטשטשות את זיכרונו מהאירוע וכדומה. כל אלה משפיעים על העדויות ועל כן סתירות בעדויות שאינן משנות את גרעין העדות אינן פוגעות בעיקר הגרסה (ראו  אקוע נ' מדינת ישראל [פורסם בנבו] (19.4.2016);  הנ""ל;  הנ""ל; ע""פ 993/00 הנ""ל;  פלוני נ' מדינת ישראל [פורסם בנבו] (15.5.2007); (3) 721 (1979))."," עוד נעיר כי לעתים ניתן למצוא סתירות בין העדויות של המתלוננות, בין סתירות פנימיות, ובין סתירות בין עדות מתלוננת אחת לעדות של מתלוננת אחרת",לא רלוונטי
1494,ME-15-07-28768-44,גרסה של היא של ה מתלוננת ב עניין זה לא היתה ברורה .,"המתלוננת לא סיפרה על התנהגות בלתי הולמת מצידו של הנאשם לאיש (כפי שעשתה במקרים אחרים כשהיתה נסערת), ולא ניכר כי הדבר גרע ממערכת היחסים בין השניים. גרסתה של המתלוננת בעניין זה לא היתה ברורה. מחד טענה כי בעקבות התנהגות הנאשם ""ציננתי את מערכת היחסים"". מאידך, ציינה בהמשך כי משסירבה לנאשם ""הוא נסוג והתחיל להתנהג בקרירות"" (עמ' 901 ש' 2 – עמ' 902 ש' 5).", גרסתה של המתלוננת בעניין זה לא היתה ברורה,"לא אמינה כי לא עקבית, הציגה סתירות"
4187,ME-15-07-28768-44,"מול עדות של היא ה אמינה של ה מתלוננת לא עומד , למעשה , דבר ו חצי דבר .","173. מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר."," מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר",אמינה בגלל שהנאשם לא אמין
