sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,dataset,label_0,score_0
717081,m021148,"התנהגותו זו של הנאשם באירוע ביער, מצאה כאמור ביסוס חד משמעי בעדותה האמינה של המתלוננת ובחיזוקים שקיבלה עדות זו, בדברי האם בפנינו, שהתיחסה למצבה הנפשי של המתלוננת כאשר שבה לביתה לאחר האירוע, ואל סימני המכות שמצאה על גופה לאחר מספר ימים","התנהגותו זו של הנאשם באירוע ביער, מצאה כאמור ביסוס חד משמעי בעדותה האמינה של המתלוננת ובחיזוקים שקיבלה עדות זו, בדברי האם בפנינו, שהתיחסה למצבה הנפשי של המתלוננת כאשר שבה לביתה לאחר האירוע, ואל סימני המכות שמצאה על גופה לאחר מספר ימים.",5,"התנהגותו זו של הנאשם באירוע ביער, מצאה כאמור ביסוס חד משמעי בעדותה האמינה של המתלוננת ובחיזוקים שקיבלה עדות זו, בדברי האם בפנינו, שהתיחסה למצבה הנפשי של המתלוננת כאשר שבה לביתה לאחר האירוע, ואל סימני המכות שמצאה על גופה לאחר מספר ימים",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.88
717549,m021148,"עבירת האונס, הוכחה מעבר לספק סביר, בעדותה המהימנה של המתלוננת ובחיזוקים שהובאו לתמיכה בה, מעבר לנדרש על פי דין; הכל, כפי שהוסבר לעיל בהרחבה","עבירת האונס, הוכחה מעבר לספק סביר, בעדותה המהימנה של המתלוננת ובחיזוקים שהובאו לתמיכה בה, מעבר לנדרש על פי דין; הכל, כפי שהוסבר לעיל בהרחבה.",5,"עבירת האונס, הוכחה מעבר לספק סביר, בעדותה המהימנה של המתלוננת ובחיזוקים שהובאו לתמיכה בה, מעבר לנדרש על פי דין; הכל, כפי שהוסבר לעיל בהרחבה",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.87
722624,ME-14-07-52713-11,"מהימנות המתלוננת במהלך עדותה בבית המשפט – לאור האמור, אחזור על עמדתי לפיה יש לאמץ את עדותה המפורטת של המתלוננת, עליה חזרה כמה פעמים הן בבית המשפט והן במשטרה – ללא שנסתרה","מהימנות המתלוננת במהלך עדותה בבית המשפט – לאור האמור, אחזור על עמדתי לפיה יש לאמץ את עדותה המפורטת של המתלוננת, עליה חזרה כמה פעמים הן בבית המשפט והן במשטרה – ללא שנסתרה. המתלוננת נחקרה ממושכות, התמודדה עם השאלות הרבות שהופנו אליה, הסבירה את התנהלותה וקו המחשבה שלה ""בזמן אמת"", והתרשמתי מעדות של בחורה צעירה שאכן עברה את המתואר.",5,"מהימנות המתלוננת במהלך עדותה בבית המשפט – לאור האמור, אחזור על עמדתי לפיה יש לאמץ את עדותה המפורטת של המתלוננת, עליה חזרה כמה פעמים הן בבית המשפט והן במשטרה – ללא שנסתרה",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.92
723425,ME-08-1196-55,"יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי סעיף 345(א)(1) לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי סעיף 345(א)(4) לחוק","יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי סעיף 345(א)(1) לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי סעיף 345(א)(4) לחוק.",5,"יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי סעיף 345 לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי סעיף 345 לחוק",test,אמינה בגלל שהנאשם לא אמין,0.64
725560,ME-08-1196-55," סיכום לאור כל האמור לעיל, ולו דעתי תישמע, יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי  לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי  לחוק","17. סיכום לאור כל האמור לעיל, ולו דעתי תישמע, יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי  לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי  לחוק.",5," סיכום לאור כל האמור לעיל, ולו דעתי תישמע, יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי  לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי  לחוק",test,אמינה בגלל שהנאשם לא אמין,0.78
725723,ME-12-08-3491-22," בעניינינו, נראה שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות","במקרה זה, הסתירות והתמיהות שבגרסת המתלוננת מקלישות במידה רבה את האמון שניתן בה. יש לזכור שלאחר שהוסף סעיף 54א' ל [נוסח חדש], ובוטל הצורך בסיוע לעדות יחידה בעבירות מין, דרושה זהירות שלא יורשע אדם חף מפשע. בעניינינו, נראה שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות.",5," בעניינינו, נראה שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות",test,"לא אמינה: לא עקבית, הציגה סתירות",0.82
726748,ME-12-08-3491-22,"""מלשון הסעיף עולה כי בית המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","""מלשון הסעיף עולה כי בית המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו. זוהי דרישת 'ההנמקה המיוחדת' שתפסה את מקומה של דרישת הסיוע שנדרשה בעבר לשם הרשעה בעבירת מין (ראה, למשל דברי השופט אריאל ב גנדור נ' מדינת ישראל [פורסם בנבו] (להלן – עניין גנדור [1]), בעמ' 48-49). בהיעדר דרישת סיוע יכולה הכרעת-הדין להיות מושתתת על ממצאי המהימנות שקבע בית-המשפט ועליהם בלבד. אשר-על-כן מידת הזהירות מחייבת כי ההנמקה תהא ""ממשית"". ""... ככל שהעדות העיקרית 'לשה' יותר, תידרש הנמקה 'ממשית' יותר..."". (י' קדמי על הראיות (להלן: קדמי [43]) (כרך א'), בעמ' 159). למידת הפירוט הנדרשת לשם עמידה בחובת ההנמקה לא נקבע שיעור, והדבר ייקבע על פי הנסיבות (ראו  פלוני נ' מדינת ישראל [פורסם בנבו] [2], בפיסקה 1 לפסק-דינו של השופט טל). עם זאת ברור כי כאשר התרשמותו של בית-המשפט מהימנות המתלוננת נתמכת בראיות חיצוניות – די בכך כדי לספק את דרישת ההנמקה (קדמי (כרך א') [43], בעמ' 162). כך, למעלה, נקבע כי תלונתה המיידית של מתלוננת או העובדה שהגיעה נרגשת ופרועה בעת הגשת תלונתה די בהן כדי לספק את אותו חיזוק הנדרש לשם עמידה בדרישת ההנמקה (עניין גונדר [1], בעמ' 50). מכוח קל וחומר, הגורמים הראייתיים שנקבעו בעבר כמספקים את דרישת הסיוע יספקו גם את חובת ההנמקה שבאה במקומה"" [נור נ' מדינת ישראל, פד""י נו(6) 205 בעמ' 216].",5,"""מלשון הסעיף עולה כי בית המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",test,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת)-יש פגמים אבל ההכרעה היא לטובת המתלוננ.ת",0.49
726786,ME-12-08-3491-22," בעניינינו, נראה לי שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות"" (ברוק נ' מדינת ישראל,  פד""י מט(5), 278)","""מהימנות גרסה היא בסיס אפשרי להרשעה כאשר מהימנות היא, בעיני בית המשפט, למעלה מספק סביר. אך במה דברים אמורים, כאשר אין בשאר הנסיבות כדי לפחת במידה רבה מהאמון הזה. נראה לי, בכל הכבוד, שהסתירות והתמיהות שבגרסת המתלוננת מקלישות במידה רבה את האמון שניתן בה. יש לזכור שלאחר שהוסף סעיף 54א' ל [נוסח חדש] תשל""א 1971, ובוטל הצורך בסיוע לעדות יחידה בעבירות מין, דרושה זהירות  שלא יורשע אדם חף מפשע. בעניינינו, נראה לי שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות"" (ברוק נ' מדינת ישראל,  פד""י מט(5), 278).",5," בעניינינו, נראה לי שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות"" , 278)",test,"לא אמינה: לא עקבית, הציגה סתירות",0.75
726875,ME-12-08-3491-22,"אפנה עתה ואבחן את גרסתה הראשונית של המתלוננת כפי שבאה לידי ביטוי בהודעתה הראשונה מיום 12/02/08 (ת/13 ות/13א') בפני חוקרת הילדים, הגב' יפעת פולק - כהן","אפנה עתה ואבחן את גרסתה הראשונית של המתלוננת כפי שבאה לידי ביטוי בהודעתה הראשונה מיום 12/02/08 (ת/13 ות/13א') בפני חוקרת הילדים, הגב' יפעת פולק - כהן.",5,"אפנה עתה ואבחן את גרסתה הראשונית של המתלוננת כפי שבאה לידי ביטוי בהודעתה הראשונה מיום 12/02/08  בפני חוקרת הילדים, הגב' יפעת פולק - כהן",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.76
728119,m06007013-431," על פי האמור בחוות הדעת, התבססו המומחים – מבחינה עובדתית – על פרוטוקול עדותה הראשית של המתלוננת","חוות דעת מומחה מטעם הנאשם 11. הנאשם הגיש מטעמו חוות דעת של ד""ר ורטניק (ד""ר לכימיה אנליטית) ומגר' ודים לוזנסקי (בעל תואר שני בהנדסת ביוטכנולוגיה וסביבה) (להלן: המומחים). על פי האמור בחוות הדעת, התבססו המומחים – מבחינה עובדתית – על פרוטוקול עדותה הראשית של המתלוננת. המומחים תיארו את גרסת המתלוננת בעדותה, כי השתמשה ב-THC (החומר הפעיל המצוי בסם מסוג מריחואנה) באמצעות מערכת עישון (באנג) (מספר נשימות), וכעבור כמה דקות חשה שיתוק כללי של הגוף, הפרעות דיבור, הרגשת מציאות מלאה ותחושת מגע. המומחים ביצעו סקר ספרות מקצועית, לפיו מוכרות מספר השפעות כלליות של THC על האדם (כגון, תחושת ""היי"", דברנות, צחוק עצבני ומטופש, שינוי בתפיסה החושית ותחושת התעלות ויצירתיות), וכן מספר תופעות לוואי (הפרעות ברצף החשיבה, סחרחורות, אדמומיות בעיניים, עייפות, יובש בפה, גירוי תיאבון וכו'). עוד נאמר בחוות הדעת, כי שימוש בכמות גדולה של THC עלול לגרום להפחתת הרצון לזוז. מסקנות המומחים היו, כי דיווחיה של המתלוננת אינם תואמים את ההשפעות המוכרות בספרות לאחר שימוש ב-THC, וכן כי בספרות לא נזכרת תופעה של שיתוק ממש תוך יכולת הבנה מלאה של המציאות, גם כאשר ניטלה מנת יתר.",5," על פי האמור בחוות הדעת, התבססו המומחים – מבחינה עובדתית – על פרוטוקול עדותה הראשית של המתלוננת",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.84
728220,m06007013-431,"אל מול גרסתה היציבה של המתלוננת ניצבות שלל גרסותיו של הנאשם, על השינויים הרבים שחלו בהן בעניינים רבים","אל מול גרסתה היציבה של המתלוננת ניצבות שלל גרסותיו של הנאשם, על השינויים הרבים שחלו בהן בעניינים רבים. במצב דברים זה, העדפתה של גרסת המתלוננת היא ברורה ומתבקשת. אנו מאמינים למתלוננת, כי לא נתנה את הסכמתה לקיום יחסי מין עם הנאשם, וכי המגע המיני עימו נכפה עליה בניגוד לרצונה ובלא שיכלה להתנגד – במלל או במעשה.",5,"אל מול גרסתה היציבה של המתלוננת ניצבות שלל גרסותיו של הנאשם, על השינויים הרבים שחלו בהן בעניינים רבים",train,אמינה בגלל שהנאשם לא אמין,0.89
729023,s04008515-261," בשני המקרים עניין לנו בעבירות מין, עבירות אשר מעצם טיבן וייחודן מתבצעות, בדרך כלל, בצנעה, רחוק מהעין, בנוכחות העבריין וקורבנו בלבד ועל כן, כל מה שיש בפני בית משפט הן עדויות קוטביות של המתלוננת כנגד הנאשם","מטבע הדברים, בכל אחד משני המקרים, עדותן של המתלוננות היא עדות ראשית ועיקרית. בשני המקרים עניין לנו בעבירות מין, עבירות אשר מעצם טיבן וייחודן מתבצעות, בדרך כלל, בצנעה, רחוק מהעין, בנוכחות העבריין וקורבנו בלבד ועל כן, כל מה שיש בפני בית משפט הן עדויות קוטביות של המתלוננת כנגד הנאשם.",5," בשני המקרים עניין לנו בעבירות מין, עבירות אשר מעצם טיבן וייחודן מתבצעות, בדרך כלל, בצנעה, רחוק מהעין, בנוכחות העבריין וקורבנו בלבד ועל כן, כל מה שיש בפני בית משפט הן עדויות קוטביות של המתלוננת כנגד הנאשם",test,אמינה בגלל חיזוק חיצוני,0.34
749097,m06001043-353,"לשאלת הסניגור, מדוע זנחה המשטרה את התיק הנ""ל, שהכיל לכאורה עדות מפורשת מפי המתלוננת, על עבירות מין שבוצעו בה בתוך המשפחה, ושהתפרשו על פני תקופה ארוכה, טענה העדה, כי דובר ב""משהו מינורי, זה לא היה משהו בומבסטי","לשאלת הסניגור, מדוע זנחה המשטרה את התיק הנ""ל, שהכיל לכאורה עדות מפורשת מפי המתלוננת, על עבירות מין שבוצעו בה בתוך המשפחה, ושהתפרשו על פני תקופה ארוכה, טענה העדה, כי דובר ב""משהו מינורי, זה לא היה משהו בומבסטי. היא סיפרה שהוא התחכך בה, שהוא עשה לה. הוא היה מתחכך בי, הוא היה שוכב מאחורי עם בגדים... מבחינת התיק עצמו, היא לא היתה הדבר המרכזי בגלל שהיו אחרים שהיו עם עבירות יותר חמורות מבחינתנו"" (עמ' 134 לפרוט').",5,"לשאלת הסניגור, מדוע זנחה המשטרה את התיק הנ""ל, שהכיל לכאורה עדות מפורשת מפי המתלוננת, על עבירות מין שבוצעו בה בתוך המשפחה, ושהתפרשו על פני תקופה ארוכה, טענה העדה, כי דובר ב""משהו מינורי, זה לא היה משהו בומבסטי",test,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",0.77
749122,m06001043-353," בלשונה של השופטת שטרסברג-כהן: ""מלשון הסעיף עולה, כי רשאי בית המשפט להסתמך על עדות יחידה של מתלוננת ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","לשון אחר, שאלת היסוד היא, האם יש בעדותה של המתלוננת, לבדה, כדי לעורר אמון  בה, מתוכה היא, כאשר יתר העדויות מצויות בשולים; הכל, כמתחייב  ל [נוסח חדש] התשל""א-1971. סעיף זה, יש להזכיר, החליף את דרישת התוספת הראייתית לעדות יחידה של קרבן עבירות מין, בדרישת ההנמקה. בלשונה של השופטת שטרסברג-כהן: ""מלשון הסעיף עולה, כי רשאי בית המשפט להסתמך על עדות יחידה של מתלוננת ובלבד שיפרט מה הניע אותו להסתפק בעדות זו. זוהי דרישת ""ההנמקה המיוחדת"" שתפסה את מקומה של דרישת הסיוע שנדרשה בעבר לשם הרשעה בעבירת מין (ראו, למשל, דברי השופט אריאל ב(4) 45, 48-49 (להלן: עניין גנדור)) בהיעדר דרישת סיוע יכולה הכרעת הדין להיות מושתתת על ממצאי המהימנות שקבע בית המשפט ועליהם בלבד. אשר על כן, מידת הזהירות מחייבת כי ההנמקה תהיה ""ממשית"". ""ככל שהעדות העיקרית 'חלשה' יותר, תידרש הנמקה 'ממשית' יותר"" (י' קדמי על הראיות (תשנ""ט) 159 (להלן: קדמי)). למידת הפירוט הנדרשת לשם עמידה בחובת ההנמקה לא נקבע שיעור והדבר ייקבע על פי הנסיבות (ראו  פלוני נ' מדינת ישראל, דינים עליון, כרך לח, 353, פסקה 1 לפסק דינו של השופט טל)"" (ראו, ע""פ 993/00 נור נ' מדינת ישראל פ""ד נו(6) 205, 216).",5," בלשונה של השופטת שטרסברג-כהן: ""מלשון הסעיף עולה, כי רשאי בית המשפט להסתמך על עדות יחידה של מתלוננת ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.29
749207,m06001043-353,"סיכומו של דבר, מצאתי את עדותה של המתלוננת בפנינו, כפי שכבר הוזכר, קוהרנטית, סדורה היטב, ומתיישבת עם עיקרי העובדות בתיק","סיכומו של דבר, מצאתי את עדותה של המתלוננת בפנינו, כפי שכבר הוזכר, קוהרנטית, סדורה היטב, ומתיישבת עם עיקרי העובדות בתיק.",5,"סיכומו של דבר, מצאתי את עדותה של המתלוננת בפנינו, כפי שכבר הוזכר, קוהרנטית, סדורה היטב, ומתיישבת עם עיקרי העובדות בתיק",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.94
750092,m001129, עדותו של זאהי משתלבת בראיות החיזוק לעדותה הבסיסית של המתלוננת,"37. במהלך העדות בקשה באת כוח התביעה להכריז על זאהי כעל עד עוין. שאלנו אותו אם הדברים שאמר במשטרה הינם נכונים, ואם דבר שם דברי אמת. הוא ענה בחיוב על שאלה זו. ""נכון שאמרתי שכל מה שכתוב שמה זה נכון ומדוייק"". הוא ממשיך ומסביר כי לא חזר על הדברים שאמר במשטרה מכיוון שאיננו זוכר אותם, וכאשר אמר את הדברים במשטרה, זכר אותם טוב יותר (עמ' 323 ש' 19). הודעתו של העד במשטרה הוגשה וסומנה ת/24. הודעה זו מוגשת על יסוד סעיף  סיפא  ל [נוסח חדש], והיא קבילה כראיה  לאחר שהעד אימת את תוכנה בפנינו ( (3) 487 ז). בהודעתו ת/24 מספר העד שהמתלוננת ספרה לו על האינוס שבוצע על ידי הנאשם, שבוע לפני שספרה לעד על כך. העד לא האמין לה, אולם שינה את דעתו כאשר שמע מהחברה ה' שגם לה ספרה המתלוננת על האינוס (עמ' 2 להודעה ש' 14 -  22). עדותו של זאהי משתלבת בראיות החיזוק לעדותה הבסיסית של המתלוננת. המידע על האינוס נמסר לעד, על ידי המתלוננת, שבוע לאחר מעשה.  אינני סבור שיש כאן השהייה בלתי סבירה של המידע, המחלישה את אמינותו. ראוי לזכור שמצד המתלוננת וחברותיה רחשה פעילות בלתי פוסקת לעניין הגשת התלונה במשטרה וביצוע הפלה. השיחה עם אבו פראח באה במסגרת אותה פעילות כוללת שלאחר מעשה, שבאמצעותה פרקה המתלוננת מעליה את נטל המעשים שעשה בה הנאשם שלא בהסכמתה.",5, עדותו של זאהי משתלבת בראיות החיזוק לעדותה הבסיסית של המתלוננת,test,אמינה בגלל חיזוק חיצוני,0.84
750323,m001129,"לסיכומה של נקודה זו:  אני מציע שנדחה את גרסתו של הנאשם כבלתי אמינה, לעניין הסכמתה של המתלוננת לקיום יחסי מין, ונעדיף את גרסתה האמינה של המתלוננת לפיה לא הסכימה לקיים קשרי מין עם הנאשם, והוא בצע בה שני מעשי אינוס","לסיכומה של נקודה זו:  אני מציע שנדחה את גרסתו של הנאשם כבלתי אמינה, לעניין הסכמתה של המתלוננת לקיום יחסי מין, ונעדיף את גרסתה האמינה של המתלוננת לפיה לא הסכימה לקיים קשרי מין עם הנאשם, והוא בצע בה שני מעשי אינוס.",5,"לסיכומה של נקודה זו:  אני מציע שנדחה את גרסתו של הנאשם כבלתי אמינה, לעניין הסכמתה של המתלוננת לקיום יחסי מין, ונעדיף את גרסתה האמינה של המתלוננת לפיה לא הסכימה לקיים קשרי מין עם הנאשם, והוא בצע בה שני מעשי אינוס",test,אמינה בגלל שהנאשם לא אמין,0.42
752909,SH-09-11-34935-718,"ככל שהדבר מתייחס למעשים עצמם, ראיות התביעה מבוססות על עדותה היחידה של המתלוננת","ככל שהדבר מתייחס למעשים עצמם, ראיות התביעה מבוססות על עדותה היחידה של המתלוננת. בנוסף, העידו מטעם המאשימה: רס""מ יורי מרשק שחקר את הנאשם (ת/3) וערך עימות בינו לבין המתלוננת (ת/1), יגאל מוכתר, מעסיקה הישיר של המתלוננת וכן פולינה ממדוב, חברתה לעבודה של המתלוננת שהייתה עדה למצבה הנפשי ביום הגשת התלונה וגם רשמה מפיה של המתלוננת את גרסתה בשפה הרוסית  (ת/2).",5,"ככל שהדבר מתייחס למעשים עצמם, ראיות התביעה מבוססות על עדותה היחידה של המתלוננת",test,אמינה בגלל חיזוק חיצוני,0.51
755054,m07004030," מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה","יב. אמינות – גרסת המתלוננת 86. מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה.",5," מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.84
755120,m07004030," גם אם השקרים הכרוכים בהסתרת עיסוקה של המתלוננת בזנות, תואמו עם אלכס ולא בהכרח כך הוא, אין בכך כדי לפגום בעדותה האמינה של המתלוננת בביהמ""ש, לאחר שהבהירה ונתנה הסבר סביר מדוע במשטרה הסתירה את עיסוקה בזנות","91. על אחת כמה וכמה כאשר מדובר בשקר שניתן במשטרה. בביהמ""ש, לעומת זאת, המתלוננת סיפרה את מלוא האמת. גם אם השקרים הכרוכים בהסתרת עיסוקה של המתלוננת בזנות, תואמו עם אלכס ולא בהכרח כך הוא, אין בכך כדי לפגום בעדותה האמינה של המתלוננת בביהמ""ש, לאחר שהבהירה ונתנה הסבר סביר מדוע במשטרה הסתירה את עיסוקה בזנות. גם אם המתלוננת לא רצתה למסור שמות של לקוחות, חברות לעבודה ומוכרי סמים, ניתן להבין זאת ואין בכך כדי למנוע מתן אמון מלא באשר לעדותה לגבי האירוע בדירת הנאשם.",5," גם אם השקרים הכרוכים בהסתרת עיסוקה של המתלוננת בזנות, תואמו עם אלכס ולא בהכרח כך הוא, אין בכך כדי לפגום בעדותה האמינה של המתלוננת בביהמ""ש, לאחר שהבהירה ונתנה הסבר סביר מדוע במשטרה הסתירה את עיסוקה בזנות",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.59
755124,m07004030," טוענות הסנגוריות כי גרסתה החדשה של המתלוננת לסיבת הגעתה לדירת הנאשם, אך ממחישה את היות עדותה מופרכת וחסרת הגיון, שכן ""מדוע שהנאשם יאנוס אישה שממילא הייתה מתמסרת לו?"" -  אלא ששאלה זו אין בה כדי לערער את מהימנותה של המתלוננת כטענתן אלא היה מקום להפנותה אל הנאשם דווקא","92. טוענות הסנגוריות כי גרסתה החדשה של המתלוננת לסיבת הגעתה לדירת הנאשם, אך ממחישה את היות עדותה מופרכת וחסרת הגיון, שכן ""מדוע שהנאשם יאנוס אישה שממילא הייתה מתמסרת לו?"" -  אלא ששאלה זו אין בה כדי לערער את מהימנותה של המתלוננת כטענתן אלא היה מקום להפנותה אל הנאשם דווקא. התנהלות הנאשם הייתה סוטה, הוא שבחר להכות במתלוננת כבר ברגע היכנסה לדירה, הוא שדרש שתשתין לפיו, הוא שעמד לידה עת השתינה בשירותים, הוא שהזריק לעצמו לוריד תרופה שנועדה להילקח בכדורים, שלא עפ""י הוראות רופא (גם אם כדי להעלות את לחץ הדם) וכיוצ""ב, כפי שתיארתי כבר לעיל.",5," טוענות הסנגוריות כי גרסתה החדשה של המתלוננת לסיבת הגעתה לדירת הנאשם, אך ממחישה את היות עדותה מופרכת וחסרת הגיון, שכן ""מדוע שהנאשם יאנוס אישה שממילא הייתה מתמסרת לו?"" -  אלא ששאלה זו אין בה כדי לערער את מהימנותה של המתלוננת כטענתן אלא היה מקום להפנותה אל הנאשם דווקא",test,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",0.43
756899,s05001053-263,"במהלך עדותה הממושכת והמפורטת של המתלוננת, התרשמתי מעומק הפגיעה הנפשית בה, עומק הזדעזעותה מעצם המחשבות הנוגדות לא רק את החוק והמוסר, אלא גם כל הגיון בריא וחברה מתוקנת","במהלך עדותה הממושכת והמפורטת של המתלוננת, התרשמתי מעומק הפגיעה הנפשית בה, עומק הזדעזעותה מעצם המחשבות הנוגדות לא רק את החוק והמוסר, אלא גם כל הגיון בריא וחברה מתוקנת.",5,"במהלך עדותה הממושכת והמפורטת של המתלוננת, התרשמתי מעומק הפגיעה הנפשית בה, עומק הזדעזעותה מעצם המחשבות הנוגדות לא רק את החוק והמוסר, אלא גם כל הגיון בריא וחברה מתוקנת",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.58
761259,SH-10-10-53929-33,"מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם","מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם.",5,"מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם",test,אמינה בגלל שהנאשם לא אמין,0.87
