sentence_id,title,paragraph_text,origin_sentence,category
277127,s02003061-156,"לעניין פרט האישום השלישי לא נמצאו ראיות התומכות בגירסת המתלוננת כי הנאשם הטריד,  חיבק ונישק אותה בניגוד לרצונה. הנאשם חזר והעיד הן במהלך עדותו במח""ש והן בבית המשפט כי היה בביתה של המתלוננת בשעות הערב וכי היא יזמה חלק מהמפגשים, וכן חלק מהמגע המיני ביניהם. המתלוננת מלבד הכחשתה הכללית לענין, העידה כי רק פעם אחת נישקה את הנאשם מיוזמתה כדי שישחרר אותה לביתה לאחר שכולם הלכו. גירסה זו של המתלוננת הן לענין זה והן לעניין הביקור בביתה אינה נטולת תמיהות והיא אינה מהימנה עליי.", גירסה זו של המתלוננת הן לענין זה והן לעניין הביקור בביתה אינה נטולת תמיהות והיא אינה מהימנה עליי,"לא אמינה כי לא עקבית, הציגה סתירות"
277273,s02003061-156,"עד ההגנה מר בלילי יוסף העיד כי ראה את רכב הליווי ברח' בו גרה המתלוננת והתקשר לנאשם, אשר אישר כי הוא נמצא בביתה של המתלוננת. העד העיד כי מדובר היה בסביבות 19:00 בערב. גם בחקירתו הנגדית חזר העד על עדותו זו. לא ניתן להצביע בבירור על אילו משני הביקורים בביתה של המתלוננת מדובר, אך לאור גירסתה הנחרצת של המתלוננת כי הביקורים בביתה אירעו במהלך יום העבודה בשעות הבוקר, עדות זו מכרסמת באמינותה."," לא ניתן להצביע בבירור על אילו משני הביקורים בביתה של המתלוננת מדובר, אך לאור גירסתה הנחרצת של המתלוננת כי הביקורים בביתה אירעו במהלך יום העבודה בשעות הבוקר, עדות זו מכרסמת באמינותה","לא אמינה כי לא עקבית, הציגה סתירות"
133862,ME-11-06-2965-391,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום. אם אכן קיימו יחסים מיניים ביניהם גם בעבר, יותר סביר לקבל את הגרסה שהייתה פתיחות מצד המתלוננת גם באותו לילה לקיום יחסים עמו.","גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום","לא אמינה כי לא עקבית, הציגה סתירות"
381600,SH-07-4913-599,"7.  סיכומי ההגנה: ב""כ הנאשם עתרה לזכות את הנאשם מהעבירה המיוחסת לו בכתב האישום. לדבריה, ניתן לראות כי עדותה של המתלוננת חסרת היגיון לכל אורכה, קרי: הגרסאות השונות אותן מסרה בת/2, בנ/5 ו-בנ/7. עוד הפנתה לנ/6 לפיו המתלוננת זומנה לעדות בתחנה ומסרה ""אבל אני עייפה"". כמו כן הפנתה לדבריה של המתלוננת בנ/7 לפיה מרוב שהייתה עצבנית על כך שהנאשם נגע בה היא לא חשבה לצעוק לעזרה כשלמעשה, דבריה אלה מנוגדים להתנהגותה התוקפנית והאגרסיבית במהלך העימות עם הנאשם. עוד טענה כי בעוד המתלוננת ניסתה לצמצם את הכרותה עם הנאשם ואת תדירות ביקוריה בחנותו, העידה עת/4 כי המתלוננת הייתה מגיעה עימה לחנותו. סתירה נוספת העולה מעדותה של המתלוננת עת העידה כי לאחר מעשה ""פשוט חזר אוטומט לדלפק לבפנים ולא אמר שום מילה"" שהרי, אם הנאשם חזר לעמוד מאחורי הדלפק משמע כי הוא יצא מאחורי הדלפק ולא נכנס לתוך החנות כשם שתיארה המתלוננת. עוד הפנתה למיקום של הדיסקים עליו הצביעה המתלוננת ולטעמה, המדובר במיקום המרוחק באופן משמעותי מהמקום בו מיקמה את עצמה. לכן, ניתן ללמוד מכך כי המתלוננת והנאשם עמדו אחד מול השני כאשר הנאשם עמד מצידו השני של הדלפק. בנוסף, טענה כי המתלוננת העידה לראשונה בביהמ""ש כי היא הייתה מבוהלת וקפאה במקומה ולטעמה, יש לראות בעדותה זו כעדות כבושה המחזקת את גרסתו של הנאשם לפיו היא ניסתה לשכנע אותו לרשום עבורה את הדיסק. לדידה, המתלוננת ניסתה להציג מצג לפיו הנאשם שלח אליה קרוב משפחה ואת סבתא שלה כשלמעשה, מעדותה של עת/4 עולה כי הסבתא סברה אחרת ואף המתלוננת לא מסרה שמות ולא דיווחה על כך לרשויות. באשר לעדותה של עת/4, סברה כי יש בה כדי לתרום לתהיות רבות אודות גרסת המתלוננת, ואף לא ברור מדוע בחרה המתלוננת להציג בפניה גרסה קיצונית לאירוע. עוד הוסיפה כי עדותו של הנאשם הייתה עקבית לכל אורכה והוא הסביר את הסיבות  להתנהגותה של המתלוננת. לדבריה, המדובר בשכונה בה מרוכזים רבים מבני הקהילה האתיופית. המדובר בקהילה סגורה המתקשה להבין את המשמעות של לא להעיד בביהמ""ש ואת חששם למסור את גרסתם ולהיות מעורבים בעניין. עוד הפנתה לחובת ההנמקה ולפסיקה בנושא."," לדבריה, ניתן לראות כי עדותה של המתלוננת חסרת היגיון לכל אורכה, קרי: הגרסאות השונות אותן מסרה בת/2, בנ/5 ו-בנ/7","לא אמינה כי לא עקבית, הציגה סתירות"
364023,ME-09-12-5569-3,"הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן.","הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן","לא אמינה כי לא עקבית, הציגה סתירות"
277275,s02003061-156,"עדותה של המתלוננת לעניין פרט זה אינה מהימנה בעיני. עדותה אינה סבירה הן ביחס לשעות שטענה כי בהן שהה הנאשם בביתה, והן לעניין ה""סיבה"" בגינה הגיע לביתה. עדותו של הנאשם ברורה, הוא אינו מנסה להתחמק מכך שאכן שהה בביתה של המתלוננת; ויתרה מכך כשאינו בטוח לגבי העובדה האם הצליחו לקיים יחסי מין, אומר זאת אף כי לא סביר בעיניו כי אכן הצליחו.",עדותה של המתלוננת לעניין פרט זה אינה מהימנה בעיני,"לא אמינה כי לא עקבית, הציגה סתירות"
121883,m01000232,"נראה כי גרסתה של המתלוננת לעניין האונס התפתחה רק עם הגיען של המתלוננת וחברתה לבית החולים ולאחר הפגישה בין המתלוננת לאחותה. בשני מסמכים שונים שהוצאו על ידי המחלקה לרפואה דחופה בבית החולים כרמל ניתן להבחין בשתי גרסאות שונות של המתלוננת. במסמך נ/4 נכתב ""פנתה לאחר קיום יחסי מין ע""מ לוודא לדבריה האם הייתה פליטת זרע מחשש מאידס"". באותו מסמך פורט כי הוסבר למתלוננת כי בדיקה לנוכחות זרע נעשית רק בערכת אונס לאחר תלונה. לעומת זאת, במסמך נ/5 צוין כי ""פנתה לאחר קיום יחסי מין נגד רצונה"". לאור האמור לעיל, נראה כי כתוצאה מרצונה של המתלוננת להבדק ומאחר והוסבר לה כי תוכל להבדק בבית החולים כרמל רק באמצעות ערכת אונס לאחר שתתלונן כנגד הנאשמים בגין אונס, החליטה המתלוננת להתלונן כנגד הנאשמים כי אנסו אותה.", בשני מסמכים שונים שהוצאו על ידי המחלקה לרפואה דחופה בבית החולים כרמל ניתן להבחין בשתי גרסאות שונות של המתלוננת,"לא אמינה כי לא עקבית, הציגה סתירות"
338089,m01953,"שלושת הרופאים הנ""ל נקראו ע""י המאשימה כדי לסתור את טענת הנאשם שהוא סבל מאימפוטנציה. ברור שאם טענת הנאשם נכונה, הרי גירסתה של המתלוננת שקרית שכן היא העידה, מפורשות שהנאשם החדיר את איבר-מינו לתוך איבר-מינה ומי שסובל מאימפוטנציה לא יכול לעשות כן."," ברור שאם טענת הנאשם נכונה, הרי גירסתה של המתלוננת שקרית שכן היא העידה, מפורשות שהנאשם החדיר את איבר-מינו לתוך איבר-מינה ומי שסובל מאימפוטנציה לא יכול לעשות כן","לא אמינה כי לא עקבית, הציגה סתירות"
287705,s04002016-251,"אף כל עדותה בבית המשפט של המתלוננת, עדת התביעה מס' 5, היתה מהימנה עלי ולא מצאתי כל מקום וטעם לקבוע כי לא העידה אמת בבית המשפט או כי טעתה בדרך כלשהיא בטענתה כי הנאשם הוא זה שביצע בה את המעשים המגונים, תוך הפעלת כוח כנגדה.","אף כל עדותה בבית המשפט של המתלוננת, עדת התביעה מס' 5, היתה מהימנה עלי ולא מצאתי כל מקום וטעם לקבוע כי לא העידה אמת בבית המשפט או כי טעתה בדרך כלשהיא בטענתה כי הנאשם הוא זה שביצע בה את המעשים המגונים, תוך הפעלת כוח כנגדה","לא אמינה כי לא עקבית, הציגה סתירות"
121889,m01000232,"לעומת גרסתה המעורערת של המתלוננת עומדות גרסאותיהם העקביות והאמינות של שלושת הנאשמים, אשר מתיישבות זו עם זו. הנאשמים מסרו למשטרה כבר בהזדמנות הראשונה, מיד עם מעצרם, כי אכן קיימו יחסי מין עם המתלוננת וכי אכן הכירו אותה ובילו איתה, אך טענו כי הכל נעשה בהסכמתה (ראה, למשל, ת/18). הנאשמים שיתפו פעולה עם חוקריהם מיד בתחילת החקירה (ראה עמ' 49 לפרוטוקול ש' 7-15 ועמ' 59 לפרוטוקול ש' 4-18). לא נתגלו שינויים מהותיים בין הגרסאות שמסרו הנאשמים במשטרה ובין עדויותיהם בפני ביהמ""ש ועל כן עדויותיהם מתקבלות כמהימנות.","לעומת גרסתה המעורערת של המתלוננת עומדות גרסאותיהם העקביות והאמינות של שלושת הנאשמים, אשר מתיישבות זו עם זו","לא אמינה כי לא עקבית, הציגה סתירות"
122008,m01000232,"בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה. כמו כן, מהתנהגותה של המתלוננת, אשר המשיכה לשהות עם הנאשמים בפאב לאחר שלטענתה נאנסה על ידי הנאשם 1 בשירותי הפאב ולאחר מכן אף נסעה ביחד עם הנאשמים לדירתו של הנאשם 2 ולא הביעה כל התנגדות לנסיעה זו, ניתן להסיק כי המתלוננת לא התנגדה למעשים. בנסיבות אלו, יכלו הנאשמים לטעות בתום לב, טעות כנה וסבירה, ולפרש את התנהגותה של המתלוננת כהסכמה ורצון בקיום יחסי מין עמם, ובמיוחד שהאירוע בדירה היה בהמשך לאירוע בפאב, שגם בו שידרה המתלוננת מסר של הסכמה, כאשר לאחר מכן חזרה לשולחן והמשיכה לשבת ולשוחח עם הנאשמים.נ","בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה","לא אמינה כי לא עקבית, הציגה סתירות"
21562,ME-11-10-363-44,"יצוין כי איני קובע כי בוצעו ע""י הנאשם מעשים מגונים בעודם בחוף הים וכן במהלך הנסיעה אל חוף הים. מעשים אלו לא יוחסו לנאשם בכתב האישום וגרסתו של המתלונן בנקודה זו הייתה סותרת ומבולבלת באופן מעורר ספק.", מעשים אלו לא יוחסו לנאשם בכתב האישום וגרסתו של המתלונן בנקודה זו הייתה סותרת ומבולבלת באופן מעורר ספק,"לא אמינה כי לא עקבית, הציגה סתירות"
21598,ME-11-10-363-44,"גם הפעם לא אתייחס בהכרעת דיני לאותן נגיעות נוספות עליהן העיד המתלונן, שכן הנאשם לא הואשם במעשים אלו ועדותו של המתלונן לגביהם הייתה מבולבלת ולא עקבית.","גם הפעם לא אתייחס בהכרעת דיני לאותן נגיעות נוספות עליהן העיד המתלונן, שכן הנאשם לא הואשם במעשים אלו ועדותו של המתלונן לגביהם הייתה מבולבלת ולא עקבית","לא אמינה כי לא עקבית, הציגה סתירות"
277120,s02003061-156,"עדותה של המתלוננת לעניין פרט אישום זה אינה אמינה בעיני. גירסתה תואמת לעדותו של הנאשם, אך נסיונותיה להציג את הביקור בביתה כביקור שנכפה עליה לא הוכח ולא נתמך בראיות. מה עוד שגירסתו של הנאשם כי הביקורים אירעו לאחר שעות העבודה נתמכות בעדותו של עד ההגנה מר בלילי.",עדותה של המתלוננת לעניין פרט אישום זה אינה אמינה בעיני,"לא אמינה כי לא עקבית, הציגה סתירות"
121898,m01000232,"טוענת ב""כ המאשימה בסיכומיה כי ניתן לראות במצבה הנפשי של המתלוננת בסמוך לאחר האירוע חיזוק וסיוע לגרסתה. התובעת מפנה בעיקר לעדות הגורמים שטיפלו במתלוננת בבית החולים ושהעידו כי מצבה הנפשי היה קשה. אכן נקבע בפסיקה כי התנהגות קורבן האונס לאחר המקרה יכולה להוות חיזוק וסיוע לגרסת הקורבן. ואולם החיזוק צריך להיות לגרסה אמינה כשלעצמה. במקרה זה, מאחר וגרסת המתלוננת איננה מהימנה, אין די בהתנהגותה לאחר המקרה בכדי להוות חיזוק שיש בו כדי לבסס הרשעה בפלילים. מסקנה זו מקבלת משנה תוקף לאור העובדה כי בשיחתה הראשונה של המתלוננת עם חברתה, לאחר האירועים, היא מביעה את חששה להיכנס להריון ולא מזכירה את טענתה כי נאנסה על ידי מי מהנאשמים. רק עם הגיעה לבית החולים, כאשר פגשה שם את אחותה והבינה כי תוכל להיבדק רק באם מדובר במקרה של אונס, באה לעולם גרסתה של המתלוננת לעניין האונס ובא לידי ביטוי חיצוני מצבה הנפשי הקשה.נ"," במקרה זה, מאחר וגרסת המתלוננת איננה מהימנה, אין די בהתנהגותה לאחר המקרה בכדי להוות חיזוק שיש בו כדי לבסס הרשעה בפלילים","לא אמינה כי לא עקבית, הציגה סתירות"
222625,M973087,"עדותה של המתלוננת, שהייתה הנדבך המרכזי בתשתית זו, הייתה אמינה ושיקפה את המציאות כפי שהתרחשה.","עדותה של המתלוננת, שהייתה הנדבך המרכזי בתשתית זו, הייתה אמינה ושיקפה את המציאות כפי שהתרחשה","לא אמינה כי לא עקבית, הציגה סתירות"
143232,SH-07-1532-247,"בהמשך עדותו, בישיבת יום 16/6/09, העיד המתלונן כי הוא אינו זוכר כמה תלונות הוא הגיש במשטרה, מלבד התלונה נשוא האישום כאן, והעיד כי בעברו, בהיותו בכיתה ד' או ה', הוא התלונן בפני היועצת בבית הספר בו למד על מעשה מגונה שביצע בו אחד התלמידים שם, ובית הספר הגיש תלונה על כך למשטרה ( עמוד 18 שורות 14-19 ), וכן הוגשה תלונה, ע""י בית הספר, בחשד שאחד התלמידים תקף אותו ושבר לו אל ידו, תוך שהוא מפריד בין שניים שרבו בבית הספר ( עמוד 19 שורות 16-19 ), והכחיש כי אותו תלמיד איים עליו, והכחיש כי הוא התלונן בגין איומים, במסגרת אותו אירוע. המתלונן  ציין עוד כי הוריו הגישו תלונה נוספת במשטרה, בגין גניבה, זאת  בהיותו בן 13, בטענה  כי אחר גנב ממנו סיגריות שהוא קנה לאביו ( עמוד 20 שורות 9-11 ). יוצא כי המתלונן הגיש, בין בעצמו ובין באמצעות בית הספר או באמצעות הוריו, 4 תלונות במשטרה, כולל התלונה נשוא כתב האישום שבפניי. יש לציין כי עדותו של המתלונן, לעניין התלונות הקודמות הנ""ל, לא היתה עקבית כלל. תחילה הכחיש הוא כי הגיש תלונה מלבד זו נשוא האישום כאן, אך בהמשך אישר הגשת תלונה כאמור, והסביר כי התלונה בגין מעשה מגונה בבית הספר הוגשה ע""י בית הספר ולא על ידו. תחילה הכחיש כי היתה תלונה בגין מעשה תקיפה נוסף שבוצע נגדו בבית הספר ( עמוד 19 שורה 13-14 ), ובהמשך אישר הגשת תלונה נוספת בגין תקיפה, אך הכחיש כי התלונן על איומים. תחילה הכחיש כי התלונן במשטרה על תקיפה בכוונה לגנוב ( עמוד 20 שורה 6 ) אך בהמשך חזר בו ואישר כי התלונן על גניבת סיגריות, והסביר כי הוריו היו אלה שהגישו את התלונה. עדותו גילתה סתירות מהותיות, ולא מצאתי הסבר סביר ומניח את הדעת לשינוי התכוף בגרסתו, באשר להכחשת  הגשת התלונות במשטרה וחזרתו מהכחשה זו, ואישורו כי אכן הוגשו כאלה. התרשמתי כי המתלונן, בעדותו לעניין זה, ביקש לצמצם ככל הניתן את היקף התלונות שהגיש במרוצת הזמן, מסיבה שאינה ברורה ונהירה, וניסה להציג מצג ,לפיו, לא הוא הגיש תלונות במשטרה, אלא אחרים, כמו הוריו או בית הספר, אף שהמדובר באירועים שבהם, כך לטענתו, הוא נפל קורבן למעשה פלילי של אחר, ומשכך, אין לייחס משקל מכריע לזהותו של המתלונן, והאם היה זה הוא בעצמו או נציג מטעמו. יש באופן עדותו של המתלונן כאמור כדי לגרוע ממשקל גרסתו, ולהעמיד אותה בספק של ממש."," יש לציין כי עדותו של המתלונן, לעניין התלונות הקודמות הנ""ל, לא היתה עקבית כלל","לא אמינה כי לא עקבית, הציגה סתירות"
224354,M-NoPub-ZC-1-054-L,".4על עצם הארועים יש בפנינו רק עדות ישירה של המתלוננת, וגירסתו של הנאשם בהודעותיו במשטרה, שאליהן נתיחס מאוחר יותר.","4על עצם הארועים יש בפנינו רק עדות ישירה של המתלוננת, וגירסתו של הנאשם בהודעותיו במשטרה, שאליהן נתיחס מאוחר יותר","לא אמינה כי לא עקבית, הציגה סתירות"
261832,m06003055,"בעדותו בביהמ""ש טען הנאשם כי עוד בספטמבר כשנפרדו, אמרה לו המתלוננת שאיננה רוצה שיהנה מתעודת הביטוח שלה. אם כך, מדוע דווקא ב-2.10.01 רכש תעודת ביטוח  חדשה, לדבריו ללא קשר לתאונה, תאונה עליה לא דיווח לחברת הביטוח ולא תבע בגינה עד היום?! סיפור הרכישה של התעודה באמצעות 6 שיקים ש-5 מהם נותרו בידי המתלוננת, עלה רק בשלב עדותו של הנאשם בביהמ""ש. אם אכן בידי המתלוננת שיקים בסכום כולל של 1,200 או 1,000 ₪, מה ההיגיון שתגיע לדרוש את תעודת הביטוח מהנאשם, כדי לקבל מחברת הביטוח החזר בסך כ-1,000 ₪?! אחת מהשתיים או שגירסתה של המתלוננת היא הנכונה – התעודה היתה שלה והנאשם לא קנה אותה ממנה; או שהכל היה רק פרובוקציה מצידה, כדי להתקרב אל הנאשם. אם רצתה לחזר אחר הנאשם ולחזור אליו – מדוע שתמשיך לדרוש את התעודה, שעבורה קיבלה (כביכול) תמורה יותר ממלאה; ומדוע לאחר שזכתה במבוקשה, יחסי מין עם הנאשם, הגיעה לע' וד' כפי שהגיעה, נסעה לבית החולים ומסרה את תלונתה באותו ערב?!"," אם אכן בידי המתלוננת שיקים בסכום כולל של 1,200 או 1,000 ₪, מה ההיגיון שתגיע לדרוש את תעודת הביטוח מהנאשם, כדי לקבל מחברת הביטוח החזר בסך כ-1,000 ₪?! אחת מהשתיים או שגירסתה של המתלוננת היא הנכונה – התעודה היתה שלה והנאשם לא קנה אותה ממנה; או שהכל היה רק פרובוקציה מצידה, כדי להתקרב אל הנאשם","לא אמינה כי לא עקבית, הציגה סתירות"
216414,ME-15-10-1855-55,"מסכם זאת בית המשפט העליון (6) 205, 216 (2002) כדלקמן: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו. זוהי דרישת ""ההנמקה המיוחדת"" שתפסה את מקומה של דרישת הסיוע שנדרשה בעבר לשם הרשעה בעבירת מין (ראו, למשל, דברי השופט אריאל ב גנדור נ' מדינת ישראל [פורסם בנבו] (להלן: ""עניין גנדור[1]), בעמ' 49-48). בהיעדר דרישת סיוע יכולה הכרעת-הדין להיות מושתתת על מימצאי המהימנות שקבע בית-המשפט ועליהם בלבד. אשר-על-כן מידת הזהירות מחייבת כי ההנמקה תהא ""ממשית"". ""...ככל שהעדות העיקרית 'חלשה' יותר, תידרש הנמקה 'ממשית' יותר..."" (י' קדמי על הראיות (להלן – קדמי [43]) (כרך א), בעמ' 159). למידת הפירוט הנדרשת לשם עמידה בחובת ההנמקה לא נקבע שיעור, והדבר ייקבע על-פי הנסיבות (ראו  פלוני נ' מדינת ישראל [2], בפיסקה 1 לפסק-דינו של השופט טל). עם זאת ברור כי כאשר התרשמותו של בית-המשפט ממהימנות המתלוננת נתמכת בראיות חיצוניות – די בכך כדי לספק את דרישת ההנמקה (קדמי (כרך א) [43], בעמ' 162). כך, למשל, נקבע כי תלונתה המיידית של מתלוננת או העובדה שהגיעה נרגשת ופרועה בעת הגשת תלונתה די בהן כדי לספק את אותו חיזוק הנדרש לשם עמידה בדרישת ההנמקה (עניין גנדור [1], בעמ' 50). מכוח קל וחומר, הגורמים הראייתיים שנקבעו בעבר כמספקים את דרישת הסיוע יספקו גם את חובת ההנמקה שבאה במקומה.""","מסכם זאת בית המשפט העליון (6) 205, 216 (2002) כדלקמן: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","לא אמינה כי לא עקבית, הציגה סתירות"
719981,ME-12-07-39094-303,"אלא שבמקרה דנן, כאמור, גרסת המתלוננת לא הותירה בעיניי רושם כן ומהימן בעיקרה, ואף לא הייתה סבירה בחלקה, ואילו דווקא גרסת הנאשם הייתה מהימנה וכנה ברובה, והיא אף נתמכת בעדויותיהם המהימנות של שני עדי ההגנה – הגיס לשעבר והמעביד – נוסף על  תוכן עדותו של הבן הבכור לפני חוקרת הילדים (נ/11).","אלא שבמקרה דנן, כאמור, גרסת המתלוננת לא הותירה בעיניי רושם כן ומהימן בעיקרה, ואף לא הייתה סבירה בחלקה, ואילו דווקא גרסת הנאשם הייתה מהימנה וכנה ברובה, והיא אף נתמכת בעדויותיהם המהימנות של שני עדי ההגנה – הגיס לשעבר והמעביד – נוסף על  תוכן עדותו של הבן הבכור לפני חוקרת הילדים (נ/11)","לא אמינה כי לא עקבית, הציגה סתירות"
694155,s05001698,"4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה. במשטרה טענה המתלוננת שהאירוע התרחש ליד הקומקום, ואילו בבית המשפט טענה שהאירוע התרחש ביציאה מהחדר (פרוטוקול, עמוד 7, שורה 1).",4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה,"לא אמינה כי לא עקבית, הציגה סתירות"
111555,s06002148-239,"עדותה של המתלוננת לגבי שני האירועים, בהם נרשמו מספרי הרכב היתה מבולבלת במקצת וקשה לקבוע על פי עדותה בחקירה ראשית באיזה מן הרכבים נהג הנאשם בכל אחד משני האירועים הנ""ל (כך למשל, לגבי האירוע מיום שישי 3/2/06), היא מוסרת שהנאשם נהג ברכב 6236382 (עמ' 16, שורה 23) (שאין חולק שהוא רכב וולוו של הנאשם). בהמשך, היא מוסרת שזה היה רכב מסוג יונדאי. בתחילת החקירה הנגדית, היא מוסרת שזה היה ""יונדאי 623 ומשהוא"" (עמ' 23).","עדותה של המתלוננת לגבי שני האירועים, בהם נרשמו מספרי הרכב היתה מבולבלת במקצת וקשה לקבוע על פי עדותה בחקירה ראשית באיזה מן הרכבים נהג הנאשם בכל אחד משני האירועים הנ""ל (כך למשל, לגבי האירוע מיום שישי 3/2/06), היא מוסרת שהנאשם נהג ברכב 6236382 (עמ' 16, שורה 23) (שאין חולק שהוא רכב וולוו של הנאשם)","לא אמינה כי לא עקבית, הציגה סתירות"
859090,m04001224-418,"גרסתה זו של המתלוננת הינה תמוהה ביותר. מניסיון החיים ברור, כי בלתי אפשרי להוריד מכנסיים ""בצד אחד"" כאשר הצד השני של המכנסיים נשאר ""שלם"" גם כאשר כפתורי המכנסיים פתוחים. למותר לציין, כי לא ניתן לקיים כך יחסי מין. גרסתה של המתלוננת כי מכנסיה הוסרו ""בצד אחד"" בלבד, כי הסרת המכנסיים נעשתה באמצעות משיכה, כאשר היא איננה מרימה את אגן הירכיים, מתנגדת למעשי הנאשם ודוחפת אותו כל העת – כלל אינה אפשרית, אינה ברורה ותמוהה מאוד. כך גם התעקשותה של המתלוננת על ההיגיון שבגרסתה. סבורתני, כי המתלוננת סברה שאם תעיד שמכנסיה הופשלו לחלוטין, היה הדבר מצביע על הסכמתה לכאורה, ובגרסתה ביקשה ליצור רושם כי אלו הוסרו בעל-כורחה כאשר מכנס אחד נשאר צמוד אליה, בשל התנגדותה."," גרסתה של המתלוננת כי מכנסיה הוסרו ""בצד אחד"" בלבד, כי הסרת המכנסיים נעשתה באמצעות משיכה, כאשר היא איננה מרימה את אגן הירכיים, מתנגדת למעשי הנאשם ודוחפת אותו כל העת – כלל אינה אפשרית, אינה ברורה ותמוהה מאוד","לא אמינה כי לא עקבית, הציגה סתירות"
274897,ME-09-08-8687-659,"ו.  סיכום 47. לפי קביעת חוקרת הילדים, קיים קושי לקבוע כי עדותה של המתלוננת בפניה היא מהימנה. אף אני, מתוך צפייה בדיסק החקירה של המתלוננת בפני חוקרת הילדים, ולאור תמיהות שעלו מגירסתה והתנהגותה, לא שוכנעתי כי ניתן לקבוע ולייחס מהימנות כנדרש למתלוננת ולגירסתה, על מנת לסמוך עליה ולקבוע לפיה ממצאים, בעוצמה הנדרשת, מעבר לספק סביר.  עדותה של המתלוננת היא הבסיס להוכחת כתב האישום, ובהעדר קביעה פוזיטיבית כי עדותה מהימנה, קם הספק הסביר אשר די בו כדי לזכות את הנאשם."," לפי קביעת חוקרת הילדים, קיים קושי לקבוע כי עדותה של המתלוננת בפניה היא מהימנה","לא אמינה כי לא עקבית, הציגה סתירות"
859101,m04001224-418,"גרסתה של המתלוננת בכל הנוגע להסרת המכנסיים איננה מתקבלת על הדעת ואיננה אפשרית, וההשערה שאם היתה ממציאה את דבריה, היתה טורחת להמציא סיטואציה פשוטה יותר, אינה יכולה לבוא תחת הסיטואציה הבלתי אפשרית שתוארה ואינה יכולה להוסיף לדבריה של המתלוננת הגיון או נופך של אמת. מדובר בתשובה פתלתלה ומתחמקת של המתלוננת שסברה בטעות, כי אם תעיד שהמכנסיים הופשלו במלואם, או כי אם תאמר שהרימה את אגן הירכיים שלה מסיבה זו או אחרת, יצביע הדבר על הסכמה או שיתוף פעולה מצידה.","גרסתה של המתלוננת בכל הנוגע להסרת המכנסיים איננה מתקבלת על הדעת ואיננה אפשרית, וההשערה שאם היתה ממציאה את דבריה, היתה טורחת להמציא סיטואציה פשוטה יותר, אינה יכולה לבוא תחת הסיטואציה הבלתי אפשרית שתוארה ואינה יכולה להוסיף לדבריה של המתלוננת הגיון או נופך של אמת","לא אמינה כי לא עקבית, הציגה סתירות"
