sentence_id,title,sentence_text,paragraph_text,origin_sentence
388438,ME-13-07-36795-33,"למעלה מן ה נדרש אציין כי את טענת ב""כ ה נאשם , כי ה עדות ה נוספת של ה מתלוננות יש ליתן ל היא משקל , ו זאת נוכח ה התאמה עם גרסת ה נאשם ה טוען כי תלונות ה שווא ש הוגשו נגד הוא , החלו כ תלונות על עבירות אלימות ו כש ה רשויות לא פעלו , הועצמו ה תלונות ל עבירות מין , גרסה ש ב אופן בלתי תלוי אושרה ב עדות ה נוספת של ג' - אין אני מקבלת .","למעלה מן הנדרש אציין כי את טענת ב""כ הנאשם, כי העדות הנוספת של המתלוננות יש ליתן לה משקל, וזאת נוכח ההתאמה עם גרסת הנאשם הטוען כי תלונות השווא שהוגשו נגדו, החלו כתלונות על עבירות אלימות וכשהרשויות לא פעלו, הועצמו התלונות לעבירות מין, גרסה שבאופן בלתי תלוי אושרה בעדות הנוספת של ג' – אין אני מקבלת.","למעלה מן הנדרש אציין כי את טענת ב""כ הנאשם, כי העדות הנוספת של המתלוננות יש ליתן לה משקל, וזאת נוכח ההתאמה עם גרסת הנאשם הטוען כי תלונות השווא שהוגשו נגדו, החלו כתלונות על עבירות אלימות וכשהרשויות לא פעלו, הועצמו התלונות לעבירות מין, גרסה שבאופן בלתי תלוי אושרה בעדות הנוספת של ג' – אין אני מקבלת"
388825,ME-13-07-36795-33,"גרסה של הוא של ה נאשם נבדקה על ידי ו מצאתי לקבוע כי מדובר ב גרסה בלתי אמינה ש קרסה אל מול עדויות מהימנות של ה מתלוננות ש עמדו ב "" מכבש לחצים "" לא קל .","גרסתו של הנאשם נבדקה על ידי ומצאתי לקבוע כי מדובר בגרסה בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל.","גרסתו של הנאשם נבדקה על ידי ומצאתי לקבוע כי מדובר בגרסה בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל"
402737,m07004059,"ל מקרא עובדות ה מעשה כפי ש עלו מ עדות של הוא ה מצמררת של ה מתלונן ב פנין של הוא , דומה כי מיותר להכביר מילים על חומרת ה מעשים ו על שאט ה נפש ש הם מעוררים בקרב שוםע של הם .","למקרא עובדות המעשה כפי שעלו מעדותו המצמררת של המתלונן בפנינו, דומה כי מיותר להכביר מילים על חומרת המעשים ועל שאט הנפש שהם מעוררים בקרב שומעיהם.","למקרא עובדות המעשה כפי שעלו מעדותו המצמררת של המתלונן בפנינו, דומה כי מיותר להכביר מילים על חומרת המעשים ועל שאט הנפש שהם מעוררים בקרב שומעיהם"
415990,s05002659-374,"דברים אלה מלמדים על גירסה ברורה ו עקבית של ה מתלוננת , כי ה נאשם נגע ב חזה .","13. מגע של ידו של הנאשם בחזה המתלוננת. המתלוננת מסרה בעדותה, כי ""הוא נגע בחזה שלי מעל הבגדים שלי (מצביעה על חזה בצד שמאל)"" (פרוטוקול 31.5.05 עמוד 5 שורה 9). המתלוננת מסרה דברים דומים אף בעימות. בעימות אמרה המתלוננת, כי הנאשם שם את ידו על גופה, כאשר היא מראה בעזרת שתי ידיה תנועה מלמעלה למטה באזור החזה. בהמשך חזרה על דברים אלה, ואמרה שהנאשם גהר מעליה (he came on top of me), ושמה את ידיה על חזה בתנועת הדגמה. דברים אלה מלמדים על גירסה ברורה ועקבית של המתלוננת, כי הנאשם נגע בחזה."," דברים אלה מלמדים על גירסה ברורה ועקבית של המתלוננת, כי הנאשם נגע בחזה"
416012,s05002659-374,"ראשית , גירסה של היא של ה מתלוננת ל ה עניין זה היתה עקבית .","ראשית, גירסתה של המתלוננת לעניין זה היתה עקבית. היא נמסרה בתלונה לאוניברסיטה, בעימות במשטרה, ובעדות בבית המשפט. כאמור, עוררה המתלוננת רושם אמין ביותר בעדותה, ואני מאמין לה גם בנקודה זו.","ראשית, גירסתה של המתלוננת לעניין זה היתה עקבית"
416262,s05002659-374,"כך או כך , גם בלא דברים אלה , אין ב פניי התמודדות של ממש מצד ה נאשם עם עדות של היא ה אמינה של ה מתלוננת על כך ש משכה ב ה חוזקה את יד של היא לאחר ש ה נאשם נגס ב היא , ו על כן אין ב פניי טענה בעלת משקל כנגד ה מסקנה ה מתבקשת , כי ה נאשם היה מודע ל ה אי הסכמה של היא של ה מתלוננת ל מגע פיזי .","יש להעיר, כי כאשר נשאל על ידי בית המשפט למה הוא מתכוון כאשר הוא אומר שחל בלבול בין ה – 14 לנובמבר ובין ה – 17 לנובמבר, הועלתה על ידי בית המשפט שאלה ספציפית מתי משכה המתלוננת את ידה, והנאשם אמר ""ב – 17"" (פרוטוקול 24.11.05, עמוד 14, שורות 13 – 14). דברים אלה תומכים בטענת המתלוננת לעניין זה, ומספקים תמיכה בקביעה כי הנאשם היה מודע לאי הסכמתה של המתלוננת למעשיו. כך או כך, גם בלא דברים אלה, אין בפניי התמודדות של ממש מצד הנאשם עם עדותה האמינה של המתלוננת על כך שמשכה בחוזקה את ידה לאחר שהנאשם נגס בה, ועל כן אין בפניי טענה בעלת משקל כנגד המסקנה המתבקשת, כי הנאשם היה מודע לאי הסכמתה של המתלוננת למגע פיזי."," כך או כך, גם בלא דברים אלה, אין בפניי התמודדות של ממש מצד הנאשם עם עדותה האמינה של המתלוננת על כך שמשכה בחוזקה את ידה לאחר שהנאשם נגס בה, ועל כן אין בפניי טענה בעלת משקל כנגד המסקנה המתבקשת, כי הנאשם היה מודע לאי הסכמתה של המתלוננת למגע פיזי"
419985,m98000923-197,"כלומר , ה גירסה ש סיפרה מיקה כאילו נמסרה מ פי ה מתלוננת , איננה יכולה להחשב ל ה גירסה נוספת של ה מתלוננת , כפי ש ה סניגור ייחס ל היא שוב ו שוב ב סיכום של הוא , שכן אין זו גירסה של היא של ה מתלוננת , אלא גירסה "" משופצת "" , אם תרצה "" מנופחת "" , של מיקה .","כלומר, הגירסה שסיפרה מיקה כאילו נמסרה מפי המתלוננת, איננה יכולה להחשב לגירסה נוספת של המתלוננת, כפי שהסניגור ייחס לה שוב ושוב בסיכומיו, שכן אין זו גירסתה של המתלוננת, אלא גירסה ""משופצת"", אם תרצה ""מנופחת"", של מיקה.ב","כלומר, הגירסה שסיפרה מיקה כאילו נמסרה מפי המתלוננת, איננה יכולה להחשב לגירסה נוספת של המתלוננת, כפי שהסניגור ייחס לה שוב ושוב בסיכומיו, שכן אין זו גירסתה של המתלוננת, אלא גירסה ""משופצת"", אם תרצה ""מנופחת"", של מיקה"
420398,m98000923-197,"עדות של היא של ה מתלוננת ב ביהמ""ש היתה רציפה ו קוהרנטית , היא סיפרה על מקומות ספציפיים ו זמנים מוגדרים , ו ה מסגרת ה זו של עדות של היא נתמכה ב ראיות חיצוניות ל היא ( להלן ) .","עדותה של המתלוננת בביהמ""ש היתה רציפה וקוהרנטית, היא סיפרה על מקומות ספציפיים וזמנים מוגדרים, והמסגרת הזו של עדותה נתמכה בראיות חיצוניות לה (להלן).","עדותה של המתלוננת בביהמ""ש היתה רציפה וקוהרנטית, היא סיפרה על מקומות ספציפיים וזמנים מוגדרים, והמסגרת הזו של עדותה נתמכה בראיות חיצוניות לה (להלן)"
421211,SH-12-10-23084-754,"מ כול ה מקובץ עולה ש ב יחס ל ה שאלה ש ב מחלוקת עומדת לפני אנחנו עדות יחידה , ש אינה מאופיינת ב עוצמה ראייתית גבוהה ו ש אינה נתמכת ב ראיות חיצוניות , ש לא ניתן על יסוד של היא לבסס הרשעה ב פלילים , ב עבירה של מעשה מגונה , כש מנגד עומדת עדות של הוא ה עקבית של ה נאשם , ה נתמכת למעשה גם ב עדות של הוא של הגיס , ש העיד על גרסה של היא ה ראשונית של ה מתלוננת לאשר ארע .","מכול המקובץ עולה שביחס לשאלה שבמחלוקת עומדת לפנינו עדות יחידה, שאינה מאופיינת בעוצמה ראייתית גבוהה ושאינה נתמכת בראיות חיצוניות, שלא ניתן על יסודה לבסס הרשעה בפלילים, בעבירה של מעשה מגונה, כשמנגד עומדת עדותו העקבית של הנאשם, הנתמכת למעשה גם בעדותו של הגיס, שהעיד על  גרסתה הראשונית של המתלוננת לאשר ארע.","מכול המקובץ עולה שביחס לשאלה שבמחלוקת עומדת לפנינו עדות יחידה, שאינה מאופיינת בעוצמה ראייתית גבוהה ושאינה נתמכת בראיות חיצוניות, שלא ניתן על יסודה לבסס הרשעה בפלילים, בעבירה של מעשה מגונה, כשמנגד עומדת עדותו העקבית של הנאשם, הנתמכת למעשה גם בעדותו של הגיס, שהעיד על  גרסתה הראשונית של המתלוננת לאשר ארע"
424843,SH-13-01-16029-335,"עם זאת מדובר , כאמור , ב עדות יחידה של ה מתלוננת , ש אף ש ניתן היה ב שקידה סבירה של גורמי ה חקירה ל עבות של היא , או ל הפריכה , לא נעשו פעולות ה חקירה ה מתבקשות ו חבר של היא של ה מתלוננת , ש ל טענה של היא היו ה ראשונים לשמוע מפי של היא את גרסה של היא ל אירוע ו היו עדים ל מצבה ה נפשי , לא נחקרו .","עם זאת מדובר, כאמור, בעדות יחידה של המתלוננת, שאף שניתן היה בשקידה סבירה של גורמי החקירה לעבותה, או להפריכה, לא נעשו פעולות החקירה המתבקשות וחבריה של המתלוננת, שלטענתה היו הראשונים לשמוע מפיה את גרסתה לאירוע והיו עדים למצבה הנפשי, לא נחקרו. אפשר שלו הייתה מתבצעת פעולת חקירה זו ניתן היה גם ללמוד על גרסתה הראשונית של המתלוננת, שכאמור לעיל, ידעה שינויים מאז רישומם מפיה על ידי גורמי החקירה ועד הבאתם לבית המשפט, לאחר פגישת הריענון בפרקליטות.","עם זאת מדובר, כאמור, בעדות יחידה של המתלוננת, שאף שניתן היה בשקידה סבירה של גורמי החקירה לעבותה, או להפריכה, לא נעשו פעולות החקירה המתבקשות וחבריה של המתלוננת, שלטענתה היו הראשונים לשמוע מפיה את גרסתה לאירוע והיו עדים למצבה הנפשי, לא נחקרו"
424844,SH-13-01-16029-335,"אפשר של הוא הייתה מתבצעת פעולת חקירה זו ניתן היה גם ללמוד על גרסה של היא ה ראשונית של ה מתלוננת , ש כאמור לעיל , ידעה שינויים מ אז רישום של הם מפי של היא על ידי גורמי ה חקירה ו עד ה באתם ל בית ה משפט , לאחר פגישת ה ריענון ב פרקליטות .","עם זאת מדובר, כאמור, בעדות יחידה של המתלוננת, שאף שניתן היה בשקידה סבירה של גורמי החקירה לעבותה, או להפריכה, לא נעשו פעולות החקירה המתבקשות וחבריה של המתלוננת, שלטענתה היו הראשונים לשמוע מפיה את גרסתה לאירוע והיו עדים למצבה הנפשי, לא נחקרו. אפשר שלו הייתה מתבצעת פעולת חקירה זו ניתן היה גם ללמוד על גרסתה הראשונית של המתלוננת, שכאמור לעיל, ידעה שינויים מאז רישומם מפיה על ידי גורמי החקירה ועד הבאתם לבית המשפט, לאחר פגישת הריענון בפרקליטות."," אפשר שלו הייתה מתבצעת פעולת חקירה זו ניתן היה גם ללמוד על גרסתה הראשונית של המתלוננת, שכאמור לעיל, ידעה שינויים מאז רישומם מפיה על ידי גורמי החקירה ועד הבאתם לבית המשפט, לאחר פגישת הריענון בפרקליטות"
427704,s011042,"כבר אקבע כי אף אם אקבל את גרסת ה מתלוננת לגבי אירוע ה מעשה ה מגונה ב סלון בית ה נאשמים , גרסה אשר נתמכה ב עדות מהימנה של ה מתלוננת ו אף ב ה מעשים דומים ב מ הודתה ה נאשמת ש בוצעו לכאורה כ "" ביום "" ל עיני קטינות אחרות , אזי לא הוכחה אשמת ה נאשמים .","מעשה מגונה בפומבי: 6. כבר אקבע כי אף אם אקבל את גרסת המתלוננת לגבי אירוע המעשה המגונה בסלון בית הנאשמים, גרסה אשר נתמכה בעדות מהימנה של המתלוננת ואף במעשים דומים בם הודתה הנאשמת שבוצעו לכאורה כ""ביום"" לעיני קטינות אחרות, אזי לא הוכחה אשמת הנאשמים."," כבר אקבע כי אף אם אקבל את גרסת המתלוננת לגבי אירוע המעשה המגונה בסלון בית הנאשמים, גרסה אשר נתמכה בעדות מהימנה של המתלוננת ואף במעשים דומים בם הודתה הנאשמת שבוצעו לכאורה כ""ביום"" לעיני קטינות אחרות, אזי לא הוכחה אשמת הנאשמים"
441239,SH-08-2140-86,"מצאתי כי עדות של היא של ה מתלוננת היא עקבית ו אם קיימים שינויים , לא מדובר ב ה שינויים מהותיים ה יורדים ל שורשו של עניין .","בחנתי עדותה של המתלוננת בבית המשפט בקפידה רבה וקראתי בעיון רב את תמליל העימות שהוצג כראיה. מצאתי כי עדותה של המתלוננת היא עקבית ואם קיימים שינויים, לא מדובר בשינויים מהותיים היורדים לשורשו של עניין. המתלוננת עמדה שעות ארוכות על הדוכן והייתה לי האפשרות להתרשם ממנה. התרשמתי כי העידה כמי שחוותה את האירועים ולא כמי שבודה את הדברים מליבה. המתלוננת לא התחמקה ממתן תשובות לשאלות שהוצגו לה גם כאשר התשובות שנתנה לא הציגו אותה באור ממש חיובי."," מצאתי כי עדותה של המתלוננת היא עקבית ואם קיימים שינויים, לא מדובר בשינויים מהותיים היורדים לשורשו של עניין"
441358,SH-08-2140-86,"ל עניין של אנחנו , למרות ש העדפתי גרסה של היא של ה מתלוננת על פני גרסה של הוא של ה נאשם הגעתי ל ה מסקנה כי ב נסיבות ה מקרה לאור התנהגות תמוהה ו בלתי מוסברת לחלוטין של ה מתלוננת לאחר הגשת ה תלונה ב ה משטרה ( להבדיל מסתירות ) , לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים ב דבר אשמת ה נאשם מעבר ל כל ספק סביר על יסוד עדות של היא ה יחידה של ה מתלוננת .","לענייננו, למרות שהעדפתי גרסתה של המתלוננת על פני גרסתו של הנאשם הגעתי למסקנה כי בנסיבות המקרה לאור התנהגות תמוהה ובלתי מוסברת לחלוטין של המתלוננת לאחר הגשת התלונה במשטרה (להבדיל מסתירות), לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים בדבר אשמת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת.","לענייננו, למרות שהעדפתי גרסתה של המתלוננת על פני גרסתו של הנאשם הגעתי למסקנה כי בנסיבות המקרה לאור התנהגות תמוהה ובלתי מוסברת לחלוטין של המתלוננת לאחר הגשת התלונה במשטרה (להבדיל מסתירות), לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים בדבר אשמת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת"
441454,SH-08-2140-86,נוכח ה קביעה אל היא הגעתי כי ב העדר חיזוק ל עדות של היא של ה מתלוננת לא יהיה זה בטוח לקבוע ממצא עובדתי ב דבר הרשעת ה נאשם מעבר ל כל ספק סביר על יסוד עדות של היא ה יחידה של ה מתלוננת אני מזכה את ה נאשם מ חמת ה ספק .,נוכח הקביעה אליה הגעתי כי בהעדר חיזוק לעדותה של המתלוננת לא יהיה זה בטוח לקבוע ממצא עובדתי בדבר הרשעת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת אני מזכה את הנאשם מחמת הספק.,נוכח הקביעה אליה הגעתי כי בהעדר חיזוק לעדותה של המתלוננת לא יהיה זה בטוח לקבוע ממצא עובדתי בדבר הרשעת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת אני מזכה את הנאשם מחמת הספק
442439,m01001198-543,"לאור גירסה של היא ה מהימנה של ה מתלוננת , ש נתמכת ב מצבה ה נפשי ו ה פיזי לאחר ה אירוע ו ב דברי ה נאשם ב הודעה של הוא , ב עימות ש נערך עם ה מתלוננת ו ב שיחת ה טלפון בין הם , כפי ש הובאו לעיל , ו מאחר ו דברי ה נאשם לפי הם ה מתלוננת הסכימה לקיים עם הוא יחסי - מין אינם מהימנים על אני , אני מציע ל חבריי ה נכבדים ש ב מותב להרשיע את ה נאשם ב עבירה ש יוחסה ל הוא ב כתב - ה אישום .","54. לאור גירסתה המהימנה של המתלוננת, שנתמכת במצבה הנפשי והפיזי לאחר האירוע ובדברי הנאשם בהודעתו, בעימות שנערך עם המתלוננת ובשיחת הטלפון ביניהם, כפי שהובאו לעיל, וּמאחר ודברי הנאשם לפיהם המתלוננת הסכימה לקיים עימו יחסי-מין אינם מהימנים עליי, אני מציע לחבריי הנכבדים שבמותב להרשיע את הנאשם בעבירה שיוחסה לו בכתב-האישום."," לאור גירסתה המהימנה של המתלוננת, שנתמכת במצבה הנפשי והפיזי לאחר האירוע ובדברי הנאשם בהודעתו, בעימות שנערך עם המתלוננת ובשיחת הטלפון ביניהם, כפי שהובאו לעיל, וּמאחר ודברי הנאשם לפיהם המתלוננת הסכימה לקיים עימו יחסי-מין אינם מהימנים עליי, אני מציע לחבריי הנכבדים שבמותב להרשיע את הנאשם בעבירה שיוחסה לו בכתב-האישום"
444279,m06003039,"אמנם , עדות של היא של ה מתלוננת ב בית ה משפט הייתה לקונית ו לעתים בלתי ברורה .","86. אמנם, עדותה של המתלוננת בבית המשפט הייתה לקונית ולעתים בלתי ברורה. אולם הדבר נובע, כפי שהתרשמתי, מכמה גורמים, ובכללם קשיי שפה של נערה שהעברית אינה שפת אמה ומבוכה טבעית לשתף את הנוכחים בחוויה המתוארת."," אמנם, עדותה של המתלוננת בבית המשפט הייתה לקונית ולעתים בלתי ברורה"
444876,m06003039,"ה סיוע נדרש הן ל עצם ביצוע ה עבירה ו הן לזיהויו את הוא של מבצע ה עבירה ( ראו ( 1 ) 385, 406 ) , ו משקלו ה ראייתי משתנים ב התאם ל ה משקל ה ראייתי של ה עדות ה טעונה סיוע : כך , מקום ש מ ה ימנות עדות של הוא של ה מתלונן גבוהה היא , ניתן להסתפק ב ראיית סיוע ב עלת משקל לא רב , ו להפך ( ע""פ 4009 / 99 מדינת ישראל נ' פלוני , פ""ד מז ( 1 ) 292 , 302 ) .","הסיוע נדרש הן לעצם ביצוע העבירה והן לזיהויו של מבצע העבירה (ראו (1) 385, 406), ומשקלו הראייתי משתנים בהתאם למשקל הראייתי של העדות הטעונה סיוע: כך, מקום שמהימנות עדותו של המתלונן גבוהה היא, ניתן להסתפק בראיית סיוע בעלת משקל לא רב, ולהפך (ע""פ 4009/99 מדינת ישראל נ' פלוני, פ""ד מז (1) 292, 302).","הסיוע נדרש הן לעצם ביצוע העבירה והן לזיהויו של מבצע העבירה (ראו (1) 385, 406), ומשקלו הראייתי משתנים בהתאם למשקל הראייתי של העדות הטעונה סיוע: כך, מקום שמהימנות עדותו של המתלונן גבוהה היא, ניתן להסתפק בראיית סיוע בעלת משקל לא רב, ולהפך (ע""פ 4009/99 מדינת ישראל נ' פלוני, פ""ד מז (1) 292, 302)"
446873,m05000838-507,מ כאן ו אילך קיימות גירסאות מנוגדות של ה מתלוננת ו של ה נאשם ל ה אשר אירע ב חדר ה טיפולים .,"למחרת, 12.10.01, יום שישי בשבוע, הגיעה המתלוננת לביתו של הנאשם בשעה 09:15 לערך. גירסת המתלוננת היא שהגיעה לבדה ביום זה. לעומת זאת, הנאשם ורעייתו גורסים כי ד' הגיע יחד עם המתלוננת. ד' לא זכר אם הגיע יחד עם המתלוננת, אם לאו. מכל מקום הנאשם והמתלוננת ישבו בסלון ביתו של הנאשם, אשר סיפר לה על הקורות אותו במהלך שירותו הצבאי וכי הינו נכה צה""ל. המתלוננת מצידה סיפרה לנאשם, כי אימה חלתה בסרטן השד. באותה עת שהו בבית גם רעייתו של הנאשם ובנו. לאחר שיחה של כ-10 דקות עלו הנאשם והמתלוננת לחדר הטיפולים. מכאן ואילך קיימות גירסאות מנוגדות של המתלוננת ושל הנאשם לאשר אירע בחדר הטיפולים.", מכאן ואילך קיימות גירסאות מנוגדות של המתלוננת ושל הנאשם לאשר אירע בחדר הטיפולים
447098,m05000838-507,"ל עדות של היא ה אמינה של ה מתלוננת מצטרפות ה עדויות ה מהימנות על אנחנו , ש הובאו על ידי ה מאשימה , ל ה עניין מצב של היא ה נפשי של ה מתלוננת ב ימים ו ב חודשים ש לאחר ה אירוע .","22. לעדותה האמינה של המתלוננת מצטרפות העדויות המהימנות עלינו, שהובאו על ידי המאשימה, לעניין מצבה הנפשי של המתלוננת בימים ובחודשים שלאחר האירוע. כך באשר לעדותה של אמה של המתלוננת, כי בתה סיפרה לה על האירוע תוך כדי בכי; כך עדותו של ד', כי המתלוננת סיפרה לו שהנאשם נגע בה, וכך עדותו של הפסיכולוג על הטיפול שנתן למתלוננת בעקבות מצבה הנפשי. אכן בידי הפסיכולוג, בעת עדותו בבית המשפט, לא היה תיעוד שרשם במהלך הטיפול במתלוננת, אך הוא נימק זאת בכך שאבד ולא מצאו לקראת הדיון. עם זאת ציין הפסיכולוג, כי בשעה שמסר את הודעתו במשטרה היו הרישומים עימו, ועל כך התבססה עדותו (שם, עמ' 38, ש' 4 ואילך)."," כך באשר לעדותה של אמה של המתלוננת, כי בתה סיפרה לה על האירוע תוך כדי בכי; כך עדותו של ד', כי המתלוננת סיפרה לו שהנאשם נגע בה, וכך עדותו של הפסיכולוג על הטיפול שנתן למתלוננת בעקבות מצבה הנפשי"
448930,SH-11-04-25817-156,"ככלל , אין מניעה ש הרשעה ב עבירת מין תושתת על סמך עדות יחידה של מתלוננת , כאשר עדות זו נמצאה עדות משכנעת , אמינה , ו ניתן לתת ל היא את מלוא ה משקל ה ראייתי .","ככלל, אין מניעה שהרשעה בעבירת מין תושתת על סמך עדות יחידה של מתלוננת, כאשר עדות זו נמצאה עדות משכנעת, אמינה, וניתן לתת לה את מלוא המשקל הראייתי. על בית המשפט להזהיר את עצמו כי מדובר בעדות יחידה, והוא מחוייב לבחון עדות זו בחינה יתרה.","ככלל, אין מניעה שהרשעה בעבירת מין תושתת על סמך עדות יחידה של מתלוננת, כאשר עדות זו נמצאה עדות משכנעת, אמינה, וניתן לתת לה את מלוא המשקל הראייתי"
451247,ME-06-1135-847,"ב עניינינו , ל ה מעשים גוף של הם ה מיוחסים ל ה נאשם , אף ש נעשו ב דירה ש ב היא נכחו גם איש של הוא ו שני ילד של הוא , הוצגה בפני בית ה משפט עדות של היא ה יחידה של ה מתלוננת .","ב. בעניינינו, למעשים גופם המיוחסים לנאשם, אף שנעשו בדירה שבה נכחו גם אשתו ושני ילדיו, הוצגה בפני בית המשפט עדותה היחידה של המתלוננת."," בעניינינו, למעשים גופם המיוחסים לנאשם, אף שנעשו בדירה שבה נכחו גם אשתו ושני ילדיו, הוצגה בפני בית המשפט עדותה היחידה של המתלוננת"
451445,ME-06-1135-847,"ב חינת כלל ה ראיות ש הוצגו בפני בית ה משפט מובילה ל קושי ה עומד ב פני בית ה משפט לסמוך ממצאים מרשיעים כנגד ה נאשם , מעבר ל כל ספק סביר , על סמך עדות של היא ה יחידה של ה מתלוננת .","כג. בחינת כלל הראיות שהוצגו בפני בית המשפט מובילה לקושי העומד בפני בית המשפט לסמוך ממצאים מרשיעים כנגד הנאשם, מעבר לכל ספק סביר, על סמך עדותה היחידה של המתלוננת. יכול שלו נדרשנו להעמיד הכרעת הדין על מאזן ההסתברויות היה קל יותר בידנו לקבוע כי עדותה של המתלוננת עדיפה על גרסתו של הנאשם – אך הדין שונה הוא כאשר על המדוכה הכרעה במשפט פלילי."," בחינת כלל הראיות שהוצגו בפני בית המשפט מובילה לקושי העומד בפני בית המשפט לסמוך ממצאים מרשיעים כנגד הנאשם, מעבר לכל ספק סביר, על סמך עדותה היחידה של המתלוננת"
451464,ME-06-1135-847,"עדות ה נאשם , לגבי ה מעשים אותו בוקר , אף היא לוקה ב פגמים , אולם כדי לתמוך את יסודות ה הרשעה מעבר ל כל ספק - סביר , אין ב עדות של היא ה יחידה של ה מתלוננת , כדי להספיק .","עדות הנאשם, לגבי המעשים אותו בוקר, אף היא לוקה בפגמים, אולם כדי לתמוך את יסודות ההרשעה מעבר לכל ספק-סביר, אין בעדותה היחידה של המתלוננת, כדי להספיק.","עדות הנאשם, לגבי המעשים אותו בוקר, אף היא לוקה בפגמים, אולם כדי לתמוך את יסודות ההרשעה מעבר לכל ספק-סביר, אין בעדותה היחידה של המתלוננת, כדי להספיק"
454984,m98942,"ברי , כי אם ה מצב מורכב ב עדות כבושה של מתלוננת ב ה גירה ב ה עבירות מין , על אחת כמה ו כמה כאשר מדובר ב קטינה .","הדין והפסיקה הכירו באמור. למשל, המחוקק הישראלי קבע סייג להתיישנות עבירות מין בקטין בשנת תשנ""ו. כלשון  ל - ""בעבירות המנויות בסעיף זה, שנעברו בקטין, יחל מנין תקופת ההתיישנות ביום שמלאו לו שמונה עשרה שנים; ואולם אם חלפו עשר שנים מיום ביצוע העבירה - לא יוגש כתב אישום אלא באישור היועץ המשפטי לממשלה -"". תיקון זה משקף את מורכבות מצבו הנפשי של קטין שנפל קורבן לעבירות מין. במקרה דנן, המתלוננת טרם הגיעה לגיל 18. הפסיקה הכירה בבחינת כבישת עדות ע""י מתלוננת בגירה בעבירות מין בצורה שונה ממתלונן בעבירה אחרת. (ראה פרשת שומרת,  מדינת ישראל נ' אופיר בארי פדי מח (1) 302). בעניין פלוני נ' מ""י,  (2) 293, בימ""ש עליון ציין את הכלל:ו ""עדות כבושה יש בה כדי לעורר ספקות ולפגוע במשקל העדות. אך דברים אלה נכונים כאשר אין הסבר מתקבל על הדעת לכבישת העדות"". במקרה פלוני מצא ביהמ""ש הסבר מספק לכך שהמתלוננת פחדה מבעלה. יצויין, שהיא לא התלוננה במשך שלוש שנים. ברי, כי אם המצב מורכב בעדות כבושה של מתלוננת בגירה בעבירות מין, על אחת כמה וכמה כאשר מדובר בקטינה. כדברי כב' השופטת פרוקצ'ה בעניין פלוני () ""מימד נוסף נלווה לכך כאשר קורבן העבירה הינו קטין רך בשנים אשר לעתים אינו תופס את מלוא המשמעות של מעשה העבירה בסמוך להתרחשותו""..."," ברי, כי אם המצב מורכב בעדות כבושה של מתלוננת בגירה בעבירות מין, על אחת כמה וכמה כאשר מדובר בקטינה"
455717,s99001445-106,"תלונה זו , כמו ה עדויות ה אחרות של ה מתלונן , הוגשה ב הסכמה .","תלונה זו, כמו העדויות האחרות של המתלונן, הוגשה בהסכמה. גובה ההודעה, שככל הנראה לא ביצע פעולות חקירה נוספות בתיק, לא זומן כעד תביעה.","תלונה זו, כמו העדויות האחרות של המתלונן, הוגשה בהסכמה"
458529,m07001116-174,"לפיכך , קבע ה מחוקק ב סחפפל , ש ניתן לבסס הרשעה על - פי עדות יחידה של מתלונן ב עבירת מין ו ב תנאי ש בית ה משפט יפרט הנמקה של הוא ( ראו פסקה 7 לעיל ) .","מטבען של עבירות מין שהן נעשות בחדרי חדרים ובלא עדים. לפיכך, קבע המחוקק בס'  ל, שניתן לבסס הרשעה על-פי עדות יחידה של מתלונן בעבירת מין ובתנאי שבית המשפט יפרט הנמקותיו (ראו פסקה 7 לעיל)."," לפיכך, קבע המחוקק בס'  ל, שניתן לבסס הרשעה על-פי עדות יחידה של מתלונן בעבירת מין ובתנאי שבית המשפט יפרט הנמקותיו (ראו פסקה 7 לעיל)"
