sentence_id,origin_sentence,category,new_category,model_reasoning
753091,"את מסקנתה כי גירסתה של המתלוננת מהימנה היא וכי חוותה על גופה את אשר תיארה בפניה, ביססה חוקרת-הילדים, כך העידה, על ה""פאזל"" שנבנה על-יסוד ניתוח חקירתה של המתלוננת, לאחר עיון נוסף בתִּמְלוּל וּצפייה בקלטת החקירה",אמינה בגלל חיזוק חיצוני,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מתאר את ביסוס מהימנות גרסתה של המתלוננת על פי מסקנותיה והתרשמותה של חוקרת הילדים.
748167," כוחן המצטבר של הראיות שהובאו להלן, כאשר הן מתווספות לעדותו המהימנה של המתלונן ולעדותו הסדוקה של הנאשם, אינן מותירות, לשיטתי, כל מקום לספק באשר לאמיתות גרסתו של המתלונן",אמינה בגלל שהנאשם לא אמין,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט קובע כי גרסת המתלונן היא אמת ומקבל אותה בהתבסס על עדותו המהימנה ועל כוחן המצטבר של ראיות נוספות המחזקות אותה.
753748,"כידוע, כאשר מדובר בעבירות מין אין צורך בקיומו של סיוע לעֵדוּת יחידה של מתלוננת, וּבלבד שמסקנת בית-המשפט תנומק כִּדְבָעֵי, כמצוות  ל [נוסח חדש], התשל""א-1971","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מציג כלל משפטי תאורטי כללי ואינו עוסק בהערכת מהימנותה של המתלוננת במקרה הנדון.
753216," עם זאת, קבעה החוקרת חד-משמעית, כי לאחר בחינה כוללת של מְהֵימָנוּת המתלוננת, המדובר בגירסה עִקְבִית וּמדויקת של המתלוננת וּבה אלמנטים רבים המצביעים כי אין מדובר בדברים שהוכנסו לפיה או ""הושתלו"" בזיכרונה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מתאר את קבלת גרסתה המהימנה והעקבית של המתלוננת על בסיס קביעתה המקצועית של חוקרת הילדים.
753799," כך עֵדוּת חוקרת-הילדים, הגב' ענת משי-הראל, והתרשמותה מהמתלוננת - מהווים חיזוק של ממש לאמיתוּת הדברים שעליהם העידה המתלוננת",אמינה בגלל חיזוק חיצוני,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מבטא קבלה של עדות המתלוננת כעדות אמת המחוזקת על ידי עדותה והתרשמותה של חוקרת הילדים.
753751,"שמענו את עֵדוּתָהּ הארוכה והמפורטת של המתלוננת, ויכולנו להתרשם בּאֹרַח בלתי-אמצעי מאוֹפיָיה, התנהגותה ואופן מסירת עֵדוּתָהּ, על רקע גִּילָהּ הצעיר וּמַצָּבַהּ המיוחד, וּלאורך חקירה לא-קלה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",המשפט מתאר קבלת עדות מפורטת של המתלוננת תוך התרשמות ישירה מאופן מסירתה על אף גילה הצעיר והחקירה הלא פשוטה.
753838," לעומת עֵדוּתָהּ הכֵּנָה, הפשוטה והמהימנה של המתלוננת, הייתה גירסתו של הנאשם רְווּיָה בסתירות משמעותיות והעלתה סימני-שְׁאֵלָה רבים שלא הוסברו",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,המשפט מעמת בין עדותה המהימנה והכנה של המתלוננת לבין גרסתו של הנאשם המאופיינת בסתירות ובחוסר אמינות.
763404," לאחר עדותה המוקדמת של המתלוננת, ביקש הנאשם לתקן את תשובתו לאישום",לא רלוונטי,לא רלוונטי,המשפט מתאר שלב דיוני-פרוצדורלי ואינו מבטא את הערכת השופט לגבי מהימנות עדותה של המתלוננת.
763757," רק לאחר שנשמעה עדותה המוקדמת של המתלוננת, ביקש הנאשם לתקן את תשובתו לאישום, וטען לראשונה, כי הוא נכנס לשביל העפר כדי להטיל את מימיו",לא רלוונטי,לא רלוונטי,"המשפט מתאר את התנהלות הנאשם ושינוי גרסתו בעקבות עדות המתלוננת, ואינו כולל הערכה של בית המשפט לגבי מהימנות עדותה."
771142,עדותה של המתלוננת היתה אמינה עלי,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מבטא קבלה ישירה של עדות המתלוננת כמהימנה ואמינה על ידי בית המשפט.
763476," סבורני, כי גרסתה המאוזנת של המתלוננת, והעובדה שלא העצימה את תיאוריה יתר על המידה, מצביעה על אותנטיות ואמיתות גרסתה וכי המתלוננת לא ביקשה לטפול על הנאשם מעשים שלא ביצע","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",השופט מקבל את גרסת המתלוננת כגרסה אותנטית ואמיתית בהתבסס על אופן תיאור האירועים המאוזן והלא מוגזם על ידה.
765994,"סוף דבר לעניין מעשי האינוס הרשעה בעבירת מין על סמך עדות יחידה של מתלוננת, דורשת הנמקה מיוחדת כאשר ההנמקה חלה על כל עבירה בנפרד ועוצמתה נגזרת מעוצמת העדות ועוצמת הבעיות המכרסמות בה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מציג כלל משפטי עקרוני ותאורטי לגבי הרשעה על סמך עדות יחידה ואינו מבטא הערכה של השופט לגבי מהימנות המתלוננת במקרה הנדון.
758067," גם בגרסתה הבלתי עקבית של המתלוננת בדבר ""רצינות"" הקשר בינה ובין הנאשם (ר' לשם השוואה עמ' 9 ש' 32-33 אל מול עמ' 12 ש' 13 לפרוטוקול) יש כדי להצביע על רצינות הקשר וכוונתם בעת האירוע להתחתן בהמשך הדרך","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי,המשפט עוסק בניתוח אופי הקשר בין הצדדים ואינו מבטא הערכה כוללת של מהימנות המתלוננת לצורך קבלת או דחיית גרסתה לגבי המעשים.
781320,"אפנה תחילה לעדותה הארוכה והמפורטת של המתלוננת כפי שמצאה את ביטויה, הן בחקירתה הראשית והן בחקירה נגדית נוקבת של באת כח הנאשם",לא רלוונטי,לא רלוונטי,המשפט מהווה פתיח מעבר של השופט ואינו מבטא הערכה של מהימנות עדות המתלוננת או הכרעה לגביה.
763859,"אחזור ואדגיש כאן את התזמון בו בחר הנאשם לשנות את גרסתו הראשונית לפיה טעה בדרך, לגרסה לפיה עצר להטיל את מימיו – מיד בתום עדותה המוקדמת של המתלוננת",אמינה בגלל שהנאשם לא אמין,לא רלוונטי,"המשפט מתמקד בשינוי גרסתו של הנאשם ובחוסר אמינותו, ואינו מבטא את הערכת השופט לגבי מהימנות עדותה של המתלוננת."
788064,"תיאורו של המתלונן, את המעשים, במישור זה, הוא עקבי, מפורט, כולל תיאור של תחושתו, הכאב שחש, והרגשתו, וההתרשמות היא של עדות אמת, המשקפת את שאירע במקטע זה בין השניים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","בית המשפט מקבל את עדות המתלונן כעדות אמת לאור תיאור מפורט, עקבי ואותנטי של תחושותיו וחוויותיו במהלך האירוע."
796038,"95, סמוך לשעה 23:00, כאשר הגיעה לביתה היא ראתה מישהו ""יושב מול הבנין, מכנסיו היו מופשלים, הוא חבש בנדנה (מטפחת) על הראש",לא רלוונטי,לא רלוונטי,המשפט מתאר באופן עובדתי את מה שראתה המתלוננת ואינו מבטא את הערכת השופט לגבי מהימנותה.
798646," על פי האמור בחוות הדעת, התבססו המומחים – מבחינה עובדתית – על פרוטוקול עדותה הראשית של המתלוננת",לא רלוונטי,לא רלוונטי,המשפט מתאר על מה התבססו המומחים בחוות דעתם ואינו מבטא את הערכת השופט לגבי מהימנות עדותה של המתלוננת.
798747,"אל מול גרסתה היציבה של המתלוננת ניצבות שלל גרסותיו של הנאשם, על השינויים הרבים שחלו בהן בעניינים רבים",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,המשפט מעמת בין גרסתה היציבה של המתלוננת לבין גרסאותיו המשתנות והבלתי עקביות של הנאשם.
813826,"נטען על ידי ב""כ הנאשם  בסיכומיו כי גרסת המתלוננת נסתרת באופן מהותי בשלוש נקודות מרכזיות על ידי ראיות חיצוניות ופורנזיות במהותן, טריקת הדלת, צעקות המתלוננת ויציאתה של המתלוננת מהמרפאה, ומאחר שהאישום נשען כולו על עדותה היחידה של המתלוננת הדבר צריך להביא לדחיית גרסתה ולזיכויו של הנאשם מהמיוחס לו","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מציג את טענותיו של בא-כוח הנאשם בסיכומיו ואינו מבטא את קביעתו או הערכתו של השופט עצמו לגבי מהימנות המתלוננת.
807422,"  אמנם אין ראיה שהדוקרן הוא של הנאשם, אולם מציאת הדוקרן בתא- זמן קצר לאחר האירוע, מגבירה את האמון בגרסתו הכללית של המתלונן",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר כיצד מציאת ראיה חפצית מחזקת ומגבירה את האמון בגרסתו של המתלונן.
801386,"הייתה זו עדות קשה ביותר של המתלוננת ח', אשר עדותה כאמור לוותה ברעד ובבכי מר, תוך שהיא מליטה פניה בידיה, באומרה ""אני לא יכולה להסתכל עליו"", עד כי הנחנו פרגוד בין מקום מושבה לתא הנאשם שיחצוץ ביניהם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את האופן האותנטי והרגשי שבו העידה המתלוננת, המעיד על חוויה קשה ואמיתית שעברה."
795147,"אין, איפוא, לקבל את טענות הסניגור המלומד, שטען בלהט רב, על גירסה מבוימת של המתלוננת, שהעלילה, כביכול, על הנאשם, בגלל שהחליט להפסיק ללמדה נהיגה, נוכח התנהגותה וכישלונותיה במבחני התיאוריה","אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,"השופט דוחה את טענת הסניגור בדבר עלילה וגרסה מבוימת של המתלוננת, ובכך מאמץ את גרסתה ודוחה את תיאורו של הנאשם."
814012," תמיכה לכך עולה בעדותה הראשית של המתלוננת לפני ממנה ניתן לראות כי הסרת החגורה על מיטת הטיפולים עת שנכחה במרפאתו עוררה בה אי נוחות ""ואני כזה לא הרגשתי כל כך בנוח, אבל כבר ישבתי אמרתי מה כבר יכול לקרות, לא חשבתי שיהיה איזה משהו שיטריד אותי"" (ר' עמ' 10, ש' 11-12)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי,המשפט מתאר את תוכן עדותה של המתלוננת ואינו מבטא את הערכת השופט לגבי מהימנותה.
801116,"בית המשפט בביילורוסיה מצא את עדותה של המתלוננת אמינה, וקבע כי הדברים שאמרה המתלוננת לגבי גילה והיותה בתולה, וכן העמדת הפנים כאילו התעלפה, היו במטרה שהנאשם יניח לה","אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",לא רלוונטי,המשפט מתאר את קביעותיו של בית משפט זר בביילורוסיה ואינו מבטא את הערכתו הישירה של השופט בארץ לגבי מהימנות המתלוננת.
806690," עדותה של המתלוננת הייתה עקבית החל מגרסתה בעימות בינה לבין הנאשם, שהתקיים במשטרה כחצי שנה לאחר האירוע (ת/1) וכלה בעדותה בבית המשפט","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מצביע על עקביות בעדותה של המתלוננת לאורך שלבי ההליך השונים, דבר המבסס את מהימנותה הגבוהה של העדות."
825957,"10, (התמליל ת/53ב'), היא מתארת כי המקום האחרון היה ב""צימר"" בשזור לשם ""רק שניים נכנסו איתי",לא רלוונטי,לא רלוונטי,המשפט מתאר באופן עובדתי את תוכן דבריה של המתלוננת בתמליל ואינו כולל הערכה של השופט לגבי מהימנותה.
826715,"בא כח הנאשם טען בסיכומיו, כי מדובר בעדות יחידה של המתלוננת מול עדותו היחידה של הנאשם ולאור התנהגותה המעוררת תמיהות של המתלוננת, והסתירות בגירסותיה, אין לתת אמון במתלוננת ויש לזכות את הנאשם","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מתאר את טענות סנגורו של הנאשם בסיכומיו ואינו מבטא את קביעת השופט או הערכתו העצמאית לגבי מהימנות המתלוננת.
818578,"התייחסות לטענות הגנה נוספות אותן העלה הנאשם, מעבר לטענת הקנוניה בטרם נסקור את החיזוקים הרבים שהובאו לגרסת המתלוננת, נתייחס למספר נקודות (מעבר לטענת הקנוניה שנדונה לעיל), אשר לשיטת הנאשם מובילות למסקנה כי עדותה של המתלוננת הינה שקרית",לא רלוונטי,לא רלוונטי,המשפט מהווה מעבר מבני המציג את טענות ההגנה של הנאשם ואינו מבטא קביעה שיפוטית ישירה לגבי מהימנות המתלוננת.
824341, שהרי עדותה של המתלוננת עקבית היא לאורך כל הדרך,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מציין את עקביותה של עדות המתלוננת לאורך ההליך כביטוי למהימנותה הגבוהה.
829969,"יאמר כבר עתה, כי עדותה של המתלוננת בבית המשפט היתה מבולבלת ורצופת סתירות באשר לאירועים המיוחסים לנאשם בכתב האישום","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מתאר את עדות המתלוננת כמבולבלת ומלאת סתירות, דבר המצדיק את דחיית גרסתה."
826717,"התשובה היא, שלא מדובר בעדות יחידה של המתלוננת, כנגד הנאשם, אלא שיש ראיות ממקורות אחרים, שאינם קשורים במתלוננת, המהוות ראיות ישירות כנגד הנאשם וראיות אחרות המחזקות את עדות המתלוננת",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מדגיש כי עדות המתלוננת אינה עדות יחידה אלא נתמכת ומחוזקת בראיות חיצוניות נוספות.
830379,"כמובא לעיל בהרחבה, עדותה של המתלוננת בבית המשפט היתה מבולבלת ורצופת סתירות אודות התרחשותם או אי התרחשותם של אירועי האינוס הנטענים בכתב האישום","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מתאר את עדות המתלוננת כמבולבלת ומלאת סתירות, דבר המצביע על חוסר עקביות בגרסתה."
826295,"אמנם אי המצאות תאי זרע של אחר אינה מהווה הוכחה וודאית כי לא היה אדם אחר, אך בהתחשב בגרסתה האמינה של המתלוננת המתארת כי האנס שפך את זרעו במיקום מאוד מדויק על החזה ועל הבטן, (עמ' 112), הרי שאי מציאת תאי זרע של אדם אחר מלבד הנאשם, מחזקת את קביעתי כי תאי הזרע של הנאשם הגיעו לטבורה ולחזייתה של המתלוננת באופן ישיר",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מבטא קבלה של גרסת המתלוננת כמהימנה תוך הצבעה על ראיה פורנזית המחזקת ומסייעת לקביעה זו.
844433," עדותה של המתלוננת היא ברורה, סדורה ומאד אמינה, היא מתארת את מהלך האירועים אליהם נקלעה כי רצתה לעזור לס', את הלחצים בהם היתה נתונה מצידו של ס' להשאר עוד ועוד, עד כי נזנחה על ידו ונאנסה על ידי הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט משבח את עדות המתלוננת כברורה, סדורה ואמינה תוך התייחסות לתיאור מפורט של השתלשלות האירועים."
861177,"ב [1] 292) נקבעה לראשונה ההלכה, ולפיה אין סיבה שלא לראות בעדות מהימנה של ילדה, שנמסרה בפני חוקרת ילדים, ראיה נסיבתית המסייעת לעדות מהימנה אחרת של ילדה, שאף היא נמסרה בפני חוקרת ילדים",לא רלוונטי,לא רלוונטי,המשפט דן בהלכה משפטית כללית ותקדימית לגבי עדות ילדים בפני חוקרת ילדים ואינו עוסק בהערכת מהימנות המתלוננת במקרה הספציפי.
859116," ותיאור זה של המתלוננת כאשר מדובר ברכב פרטי סטנדרטי, מסוג מזדה, כאשר המושב  לא היה מושען לאחור, ומכנסיה היו מופשלים ב""צד אחד"", וכאשר גובהו של הנאשם הינו כמטר ותשעים, הינו דחוק למדי ומעורר תמיהה","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,המשפט מביע ספק בגרסת המתלוננת ומצביע על חוסר סבירות פיזית המעוררת תמיהה בתיאור האירוע על ידה.
864189," כאמור לעיל, הבהיר ב""כ הנאשם בסיכומיו, כי אין מחלוקת באשר למהימנות גרסתה הסובייקטיבית של המתלוננת בנוגע לאירוע עצמו, ולתחושות שהיא חשה ועליהן העידה",לא רלוונטי,לא רלוונטי,המשפט מתאר את עמדת בא-כוח הנאשם בסיכומיו ואינו מבטא קביעה ישירה של השופט לגבי מהימנות המתלוננת.
854514, עדותו העקבית של המתלונן בעניין זה בבית המשפט עולה בקנה אחד גם עם הדברים שמסר לחוקרת הילדים,אמינה בגלל חיזוק חיצוני,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט תומך במהימנות עדותו של הקטין בבית המשפט לאור התאמתה לדברים שמסר לחוקרת הילדים.
854533,"הקשיים שניתן להעלות ביחס לגרסת המתלונן אף שגרסתו של המתלונן נתמכת בחיזוקים ראייתיים שונים כמפורט לעיל, טען ב""כ הנאשם כי היא גם מעוררת קשיים אחדים, שב""כ הנאשם התייחס אליהם בהרחבה גם בחקירה הנגדית של המתלונן, כאשר הוא ניסה לערער את גרסתו העקבית של המתלונן, וגם בסיכומיו להכרעת הדין","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,"המשפט מתאר את טענותיו וניסיונותיו של ב""כ הנאשם לערער את עדות המתלונן, ולפיכך מדובר בטענות הצדדים ולא בקביעת השופט."
864165, לאורך כל עדותה מתארת המתלוננת את מצבה הנפשי בתיאורים אופיינים למתלוננות שהיו קורבן לעבירות מין,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",המשפט מייחס לעדות המתלוננת אותנטיות ואמינות דרך תיאור מצבה הנפשי האופייני לנפגעות עבירות מין.
844495,"לאור עדותה המהימנה של המתלוננת ושקריו של הנאשם אני מרשיעה הנאשם באונס המתלוננת באיומי סכין ומרשיעה אותו בעבירה לפי  +  ל התשל""ז  - 1977",אמינה בגלל שהנאשם לא אמין,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,המשפט מתאר הרשעה של הנאשם המבוססת על קבלת גרסתה המהימנה של המתלוננת ודחיית גרסתו השקרית של הנאשם.
864489,אישום זה מבוסס על עדותה המרכזית של הקטינה נח',לא רלוונטי,לא רלוונטי,המשפט מתאר באופן עובדתי על מה מבוסס האישום ואינו כולל הערכה של השופט לגבי מהימנות עדותה של הקטינה.
891432, אין בעדויות אלה כדי לפגום בגרסה האמינה של המתלוננת,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מביע קבלה של גרסת המתלוננת כמהימנה ואמינה חרף עדויות אחרות שנטען כי הן פוגמות בה.
865530,"בפני שתי גרסאות קוטביות, של הנאשם ושל המתלוננת, ללא יכולת ליישב ביניהן",לא רלוונטי,לא רלוונטי,"המשפט מתאר מצב של שתי גרסאות נוגדות ללא הכרעה או הערכת מהימנות של עדות המתלוננת, ולכן אינו מתאים לאף אחת מהקטגוריות."
891788,"עדותה של מתלוננת 2 שהיא היתה במשרד כדי לשלוח ""תפוקה מבצעית"" למרד""ם, בטרם האירוע הנטען, היתה מוזרה שכן עולה מהראיות שכאשר הנאשם היה נוכח בבסיס לא היה  צורך לשלוח את התפוקה המבצעית אלא פשוט להראות לו","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע על תמיהה וחוסר סבירות בעדותה של המתלוננת בהשוואה לראיות אחרות, דבר המערער את עקביות ואמינות גרסתה."
906648,"לעומת גרסתה המהימנה, הסבירה והוודאית של המתלוננת, הסתבך הנאשם בשלושה שקרים מהותיים",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,המשפט מעדיף את גרסתה המהימנה והסבירה של המתלוננת על פני גרסתו השקרית של הנאשם.
891808, גם עדות זו שונה בתכלית מגירסתה של מתלוננת 2 ומכל הגירסאות האחרות,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע על שוני מהותי וסתירות בין העדויות והגרסאות השונות, דבר המעיד על חוסר עקביות בגרסה."
906279," עדותה הנוספת של המתלוננת ניתנה ללא כל ראיון נוסף ע""י התובעת, אם כי יצויין שהמתלוננת שהתה באולם ביהמ""ש בעת שאמה וחברותיה – ר' ו-ל' - העידו",לא רלוונטי,לא רלוונטי,המשפט מתאר נסיבות עובדתיות ופרוצדורליות של מתן העדות ואינו מבטא את הערכת השופט לגבי מהימנות המתלוננת או קבלת גרסתה.
911787," עדותה של המתלוננת כפי שנמסרה בפנינו מפיה על דוכן העדים וכלל התנהלותה במהלך החקירה ולקראת העדות בבית המשפט, לא הייתה נקייה מקשיים","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע על קשיים ופגמים בעדותה ובהתנהלותה של המתלוננת, ולכן מתאים לקטגוריה העוסקת בדחיית העדות או מציאת קשיים בה."
911897,"באשר למודעות לגילה של המתלוננת בהקשרו של מעשה זה, מאחר ומדובר במגע המיני הראשון בין השניים לאחר היכרותם בין שבועיים לחודשיים על פי גרסאותיהם השונות של הנאשם והמתלוננת, הרי הקביעה באשר למודעותו באשר ליתר עבירות הבעילה בהסכמה, חלה גם כאן",לא רלוונטי,לא רלוונטי,המשפט דן במודעות הנאשם לגילה של המתלוננת ואינו עוסק בהערכת מהימנות עדותה של המתלוננת.
918655,5129371 51293715129371הסדרי הטיעון נעשו לאחר שמיעת עדותה הראשית של המתלוננת בתאריך 21,לא רלוונטי,לא רלוונטי,המשפט מתאר עובדה פרוצדורלית לגבי מועד הגעה להסדר הטיעון ואינו עוסק בהערכת מהימנות עדותה של המתלוננת על ידי בית המשפט.
923373, ויתרה מזו: רוסלן תומך  באמרתו  בגרסתה הכוללת של המתלוננת,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,"המשפט מציין כי גרסת המתלוננת נתמכת באמרתו של עד נוסף, המהווה ראיית סיוע או חיזוק לגרסתה."
914388," לעדותו המהימנה של א' מצטרפים חיזוקים משמעותיים, כפי שיפורט להלן, ומכאן שאין מדובר בעדות יחידה של מתלונן בעבירות מין",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט קובע כי עדותו של המתלונן היא מהימנה ונתמכת בראיות חיזוק משמעותיות המתווספות אליה.
923613," עדותו של רוסלן, בנקודה מסוימת זו, מחזקת את  גרסתה  הכוללת של  המתלוננת ומגבירה  את אמינותה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר כיצד עדות חיצונית של עד אחר מחזקת את גרסתה ואמינותה של המתלוננת.
923640," רוסלן מחזק כאן את גרסתה הכוללת  של המתלוננת, ומגלה לנו תכנון מוקדם של המעשים הנפשעים שעשו שני האחים במתלוננת",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר כיצד עדותו של רוסלן מחזקת את גרסתה של המתלוננת ומספקת לה תמיכה ראייתית.
923474," מדובר כאן בעדות יחידה של המתלוננת, שכן באירועים החמורים שקרו בינה לבין כל אחד מהנאשמים, לא נכח איש מלבדה","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט מגדיר את עדות המתלוננת כעדות יחידה בשל היעדר עדי ראייה נוספים לאירועים, נושא המצוי בלב הדיון על הרשעה על בסיס עדות יחידה."
932612,"מול עדותה המהימנה של המתלוננת, הנתמכת כאמור בראיות חיצוניות, עומדת בבדידותה עדותו של הנאשם (אחיותיו של הנאשם לא העידו אודות המקרים אלא אך אודות אופייה של המתלוננת)",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מדגיש את מהימנות עדותה של המתלוננת ואת העובדה שהיא נתמכת בראיות חיצוניות מול עדותו היחידה של הנאשם.
938599," בעדותו הנוספת של המתלונן הוא שלל לחלוטין את גרסתו החדשה של הנאשם לפיה הוא נתן את הסכמתו למעשיו של הנאשם וטען כי הנאשם ""פשוט הפך את כל הסיפור הזה"" (עמ' 287 לפרוטוקול)",לא רלוונטי,לא רלוונטי,המשפט מתאר את תוכן עדותו של המתלונן ואינו מבטא את הערכת השופט לגבי מהימנות העדות.
935931," אין עדות ברורה של המתלוננת בפנינו, אודות אמירות כאלה בשעתו","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי,המשפט מציין היעדר עדות ברורה של המתלוננת לגבי נושא מסוים ואינו עוסק בהערכת מהימנותה או בקבלת/דחיית גרסתה.
