sentence_id,origin_sentence,category,new_category
382973," חשוב לציין כבר כאן כי עדותה זו של המתלוננת בפנינו היתה רצופה שתיקות, הפסקות ובכי","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
383843," לטעמי, בנסיבות שהובאו בפני, אין די בעדותה הנחרצת של המתלוננת בעדותה בפני כדי להסיר הספקות המתעוררים במקרה זה, ואפרט","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
383698," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית","לא אמינה כי לא עקבית, הציגה סתירות",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
383852," כפי שאתאר מיד, חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל  ראיה מפלילה נוספת, די בכך לטעמי על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית","לא אמינה כי לא עקבית, הציגה סתירות",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
387011,"תיאורה של המתלוננת היה חי ואמיתי, לרבות הדגמות שערכה ופירוט של הלך נפשה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
387983,"בנסיבות יש לקבוע, כי גרסתו של הנאשם היא בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
388080,"כחיזוק לגרסתו מפנה הנאשם לעדות הנוספת של המתלוננות בתום שמיעת הראיות, עת ביקשו לחזור לדוכן העדים, ומשהותר להן העידו כי גרסתן, עליה העידו בין היתר בבית המשפט, אודות מעשי אלימות ועבירות מין שעשה בהן הנאשם, אינה אמת",לא רלוונטי,לא רלוונטי
388341,"באלה הנתונים, אפנה לבחון את הראיות שהוגשו במהלך שמיעת הראיות, לגופן, לאחר קביעתי כי העדות הנוספת של המתלוננות אין בה, הלכה למעשה, כל חזרה מהעדות שניתנה ע""י המתלוננות במהלך שמיעת הראיות",לא רלוונטי,לא רלוונטי
388069,"14 (לאחר תום שמיעת הראיות), כשטענו כי עדותן, בין היתר במהלך שמיעת הראיות, היתה עדות שקר, ולדעתה העדות הזאת אינה נכונה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
388382,"מסכם זאת בית המשפט העליון ב(6) 205, 216 (2002) כדלקמן: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",לא רלוונטי,לא רלוונטי
388825,"גרסתו של הנאשם נבדקה על ידי ומצאתי לקבוע כי מדובר בגרסה בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
388438,"למעלה מן הנדרש אציין כי את טענת ב""כ הנאשם, כי העדות הנוספת של המתלוננות יש ליתן לה משקל, וזאת נוכח ההתאמה עם גרסת הנאשם הטוען כי תלונות השווא שהוגשו נגדו, החלו כתלונות על עבירות אלימות וכשהרשויות לא פעלו, הועצמו התלונות לעבירות מין, גרסה שבאופן בלתי תלוי אושרה בעדות הנוספת של ג' – אין אני מקבלת",לא רלוונטי,לא רלוונטי
402737,"למקרא עובדות המעשה כפי שעלו מעדותו המצמררת של המתלונן בפנינו, דומה כי מיותר להכביר מילים על חומרת המעשים ועל שאט הנפש שהם מעוררים בקרב שומעיהם",לא רלוונטי,לא רלוונטי
416012,"ראשית, גירסתה של המתלוננת לעניין זה היתה עקבית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
416262," כך או כך, גם בלא דברים אלה, אין בפניי התמודדות של ממש מצד הנאשם עם עדותה האמינה של המתלוננת על כך שמשכה בחוזקה את ידה לאחר שהנאשם נגס בה, ועל כן אין בפניי טענה בעלת משקל כנגד המסקנה המתבקשת, כי הנאשם היה מודע לאי הסכמתה של המתלוננת למגע פיזי","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
415990," דברים אלה מלמדים על גירסה ברורה ועקבית של המתלוננת, כי הנאשם נגע בחזה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
419985,"כלומר, הגירסה שסיפרה מיקה כאילו נמסרה מפי המתלוננת, איננה יכולה להחשב לגירסה נוספת של המתלוננת, כפי שהסניגור ייחס לה שוב ושוב בסיכומיו, שכן אין זו גירסתה של המתלוננת, אלא גירסה ""משופצת"", אם תרצה ""מנופחת"", של מיקה",לא רלוונטי,לא רלוונטי
424843,"עם זאת מדובר, כאמור, בעדות יחידה של המתלוננת, שאף שניתן היה בשקידה סבירה של גורמי החקירה לעבותה, או להפריכה, לא נעשו פעולות החקירה המתבקשות וחבריה של המתלוננת, שלטענתה היו הראשונים לשמוע מפיה את גרסתה לאירוע והיו עדים למצבה הנפשי, לא נחקרו","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
421211,"מכול המקובץ עולה שביחס לשאלה שבמחלוקת עומדת לפנינו עדות יחידה, שאינה מאופיינת בעוצמה ראייתית גבוהה ושאינה נתמכת בראיות חיצוניות, שלא ניתן על יסודה לבסס הרשעה בפלילים, בעבירה של מעשה מגונה, כשמנגד עומדת עדותו העקבית של הנאשם, הנתמכת למעשה גם בעדותו של הגיס, שהעיד על  גרסתה הראשונית של המתלוננת לאשר ארע","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
420398,"עדותה של המתלוננת בביהמ""ש היתה רציפה וקוהרנטית, היא סיפרה על מקומות ספציפיים וזמנים מוגדרים, והמסגרת הזו של עדותה נתמכה בראיות חיצוניות לה (להלן)",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
424844," אפשר שלו הייתה מתבצעת פעולת חקירה זו ניתן היה גם ללמוד על גרסתה הראשונית של המתלוננת, שכאמור לעיל, ידעה שינויים מאז רישומם מפיה על ידי גורמי החקירה ועד הבאתם לבית המשפט, לאחר פגישת הריענון בפרקליטות","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
441358,"לענייננו, למרות שהעדפתי גרסתה של המתלוננת על פני גרסתו של הנאשם הגעתי למסקנה כי בנסיבות המקרה לאור התנהגות תמוהה ובלתי מוסברת לחלוטין של המתלוננת לאחר הגשת התלונה במשטרה (להבדיל מסתירות), לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים בדבר אשמת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
441239," מצאתי כי עדותה של המתלוננת היא עקבית ואם קיימים שינויים, לא מדובר בשינויים מהותיים היורדים לשורשו של עניין","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
441454,נוכח הקביעה אליה הגעתי כי בהעדר חיזוק לעדותה של המתלוננת לא יהיה זה בטוח לקבוע ממצא עובדתי בדבר הרשעת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת אני מזכה את הנאשם מחמת הספק,"עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
427704," כבר אקבע כי אף אם אקבל את גרסת המתלוננת לגבי אירוע המעשה המגונה בסלון בית הנאשמים, גרסה אשר נתמכה בעדות מהימנה של המתלוננת ואף במעשים דומים בם הודתה הנאשמת שבוצעו לכאורה כ""ביום"" לעיני קטינות אחרות, אזי לא הוכחה אשמת הנאשמים",אמינה בגלל חיזוק חיצוני,לא רלוונטי
442439," לאור גירסתה המהימנה של המתלוננת, שנתמכת במצבה הנפשי והפיזי לאחר האירוע ובדברי הנאשם בהודעתו, בעימות שנערך עם המתלוננת ובשיחת הטלפון ביניהם, כפי שהובאו לעיל, וּמאחר ודברי הנאשם לפיהם המתלוננת הסכימה לקיים עימו יחסי-מין אינם מהימנים עליי, אני מציע לחבריי הנכבדים שבמותב להרשיע את הנאשם בעבירה שיוחסה לו בכתב-האישום",אמינה בגלל חיזוק חיצוני,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
444876,"הסיוע נדרש הן לעצם ביצוע העבירה והן לזיהויו של מבצע העבירה (ראו (1) 385, 406), ומשקלו הראייתי משתנים בהתאם למשקל הראייתי של העדות הטעונה סיוע: כך, מקום שמהימנות עדותו של המתלונן גבוהה היא, ניתן להסתפק בראיית סיוע בעלת משקל לא רב, ולהפך (ע""פ 4009/99 מדינת ישראל נ' פלוני, פ""ד מז (1) 292, 302)",לא רלוונטי,לא רלוונטי
444279," אמנם, עדותה של המתלוננת בבית המשפט הייתה לקונית ולעתים בלתי ברורה","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
446873, מכאן ואילך קיימות גירסאות מנוגדות של המתלוננת ושל הנאשם לאשר אירע בחדר הטיפולים,לא רלוונטי,לא רלוונטי
451445," בחינת כלל הראיות שהוצגו בפני בית המשפט מובילה לקושי העומד בפני בית המשפט לסמוך ממצאים מרשיעים כנגד הנאשם, מעבר לכל ספק סביר, על סמך עדותה היחידה של המתלוננת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
448930,"ככלל, אין מניעה שהרשעה בעבירת מין תושתת על סמך עדות יחידה של מתלוננת, כאשר עדות זו נמצאה עדות משכנעת, אמינה, וניתן לתת לה את מלוא המשקל הראייתי",לא רלוונטי,לא רלוונטי
447098," כך באשר לעדותה של אמה של המתלוננת, כי בתה סיפרה לה על האירוע תוך כדי בכי; כך עדותו של ד', כי המתלוננת סיפרה לו שהנאשם נגע בה, וכך עדותו של הפסיכולוג על הטיפול שנתן למתלוננת בעקבות מצבה הנפשי",אמינה בגלל חיזוק חיצוני,לא רלוונטי
451247," בעניינינו, למעשים גופם המיוחסים לנאשם, אף שנעשו בדירה שבה נכחו גם אשתו ושני ילדיו, הוצגה בפני בית המשפט עדותה היחידה של המתלוננת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
455717,"תלונה זו, כמו העדויות האחרות של המתלונן, הוגשה בהסכמה",לא רלוונטי,לא רלוונטי
454984," ברי, כי אם המצב מורכב בעדות כבושה של מתלוננת בגירה בעבירות מין, על אחת כמה וכמה כאשר מדובר בקטינה",לא רלוונטי,לא רלוונטי
451464,"עדות הנאשם, לגבי המעשים אותו בוקר, אף היא לוקה בפגמים, אולם כדי לתמוך את יסודות ההרשעה מעבר לכל ספק-סביר, אין בעדותה היחידה של המתלוננת, כדי להספיק","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
458529," לפיכך, קבע המחוקק בס'  ל, שניתן לבסס הרשעה על-פי עדות יחידה של מתלונן בעבירת מין ובתנאי שבית המשפט יפרט הנמקותיו (ראו פסקה 7 לעיל)",לא רלוונטי,לא רלוונטי
460451," מחד, מצויה גרסתה המפלילה של המתלוננת, בתו החורגת של הנאשם, המתארת, כפי שנראה להלן, בצורה מפורטת, עקבית וסדורה, סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד לחשיפתם, בשנת 2014","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
458931,"כב' השופט רענן בן-יוסף כדעת האב""ד, אף דעתי היא שעדותו היחידה של המתלונן, שנכבשה חמש שנים מבלי שניתן לכך הסבר משכנע, ומבלי שגירסתו תזכה לתמיכה מספקת בעדויות עדי תביעה אשר הועדו במטרה לספק תמיכה זאת - אינה מהווה בסיס איתן מספיק להרשעת הנאשם מעבר לכל ספק סביר, ולכן זיכויו בדין הוא בלתי-נמנע","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
460483,"לצד עדותה הפרונטאלית של הקטינה המתלוננת, העידו, כאמור, אמה, בת הזוג לשעבר של הנאשם, חברתה, ששמעה ממנה על המעשים, והעו""ס המטפלת בה, שהביאה להגשת התלונה במשטרה",אמינה בגלל חיזוק חיצוני,לא רלוונטי
459760," כל זאת בהסתמך על עדותה המהימנה של הקטינה, כשדברי אחיה מחזקים את העובדות, בעוד שכאמור מנגד הנאשם כופר במפגש עם המתלוננת ובהכרות כלשהי עמה ואפילו עם בני משפחתה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
461420," שתי נקודות אלה, תהליך החשיפה ומצבה הרגשי של המתלוננת בהקשר לחשיפה, מחזקות עוד את עדותה המשכנעת של המתלוננת",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
461514," לכן, לו דובר בעדות שיש לה חיזוק ובוודאי אלמלא הגרסה הנגדית של המתלוננת, הרי שניתן היה בהחלט ליתן אמון בעדות הנאשם ולהכריע עובדות על פיה",לא רלוונטי,לא רלוונטי
466417, כאמור עדותה של המתלוננת היתה מהימנה עלי,"עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
467082,"  בביהמ""ש נכתב בפרוטוקול עדותה המוקדמת של המתלוננת כי באותה סיטואציה ""שכב"" הנאשם",לא רלוונטי,לא רלוונטי
471968," לטענתו, גרסתה המפלילה של המתלוננת הנה עלילת כזב שנרקמה מתוך יצר נקמה","לא אמינה כי נתפסת כנקמנית, חשש להעללה או האשמת שווא",לא רלוונטי
473028,"00 נגבתה עדות נוספת מהמתלוננת (נ/3) במהלכה נשאלה אודות גירסת הנאשם, הכחישה שהתנשקו, אישרה שהיו כתובות בשירותים, והיו שמועות שיש ביניהם רומן, וגם שמועות ששכבו",לא רלוונטי,לא רלוונטי
479489,"מחד, עמדה עדותה המפלילה של המתלוננת ולצידה עדויות השוטרים שהגיעו למקום, על פי קריאת והכוונת המתלוננת, ועצרו את הנאשם, על בסיסם עותרת התביעה לסמוך הרשעת הנאשם ומנגד עדותו המכחישה של הנאשם",אמינה בגלל חיזוק חיצוני,לא רלוונטי
471986," בבואנו להכריע במחלוקות העובדתיות בעניין האירועים שהתרחשו בדירת המתלוננת, עומדת לפנינו עדותה היחידה של המתלוננת, מול הכחשתו של הנאשם את עצם נוכחותו בדירה, וממילא – את המעשים המיוחסים לו","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
479607,"אל מול עדותה האמינה והאותנטית של המתלוננת, עומדת לה עדותו המתחמקת הבלתי מבוססת והמופרכת של הנאשם, שלא עוררה בי שמץ של אמון",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
479561,"הנאשם עומת בחקירתו הנגדית עם עדותה הברורה של המתלוננת ונשאל מדוע שתעליל עליו מעשה שכזה וכל שהשיב היה ""לא ראיתי אותה","אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",לא רלוונטי
480342, נטען לעדות כבושה מצד המתלוננת,לא רלוונטי,לא רלוונטי
479635,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
482780,"טענות ההגנה : לטענת הסניגור, עדותה של המתלוננת אליה הוא מתייחס באריכות ובפירוט יתר, היא שקרית ואינה אמינה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
482820,"עפ""י ההגנה לעדותה היחידה של המתלוננת - אין כל ראיה של ממש או שמץ של ראיה התומך או מחזק את טענת המתלוננת כי בוצעו בה מעשי אינוס","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
482956,"עדותה הברורה של המתלוננת המפרטת את אירועי אותו בוקר מצביעה בבירור על היות הנאשם האיש שפרץ לביתה, תקף אותה וחבל בה וביהמ""ש קובע חד משמעית כי הנאשם הוא אדם אלים שפגיעתו רעה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
483650," כיוון שהנאשם אינו מודה במגע המיני, ואינו טוען שהדבר נעשה בהסכמת המתלוננת, המסקנה היחידה, לאור עדותה המהימנה של המתלוננת, היא שהמגע המיני היה באינוס, וכי הנאשם הוא האנס","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
483823," זאת ועוד; עדותה המוקדמת של המתלוננת לפני כב' השופט שמעוני, תועדה בהקלטה ובצילום חזותי מטעם בית-המשפט (הדיסקים הרלוונטיים מצויים בתיק המוצגים)",לא רלוונטי,לא רלוונטי
483865, אף צפיתי במלוא הקלטת של העדות המוקדמת של המתלוננת לפני כב' השופט שמעוני,לא רלוונטי,לא רלוונטי
484201,"יובהר מיד כי התנגדויות הסנגור לשאלות באת-כוח המאשימה במסגרת העדות המוקדמת של המתלוננת לא הוכרעו על-אתר, שכן כב' השופט שמעוני קבע כי בית-המשפט שידון בתיק עצמו הוא שיכריע בהן (עמ' 7, ש' 1-3 לפרוטוקול)",לא רלוונטי,לא רלוונטי
483972," מקובלים עליי הסבריו של האחראי על החקירה, השוטר קץ, כי החקירה היתה נתונה בסד זמנים צפוף - הן עקב היותו של החשוד עצור, והן עקב העובדה שהמתלוננת היתה אמורה לחזור לארה""ב והיה צריך להספיק להשלים את החקירה, ובמידת הצורך להותיר זמן מספיק להגשת כתב-אישום ולגביית עדות מוקדמת מהמתלוננת טרם עזיבתה את הארץ (עמ' 46 לפרוטוקול)",לא רלוונטי,לא רלוונטי
484254," מטעמים עליהם עמדתי לעיל, ומחמת הזהירות, גם לא ראיתי להישען על פרטי התיאור שהופיעו בעדויותיהם של השוטרים בן-נתן וריקנר, ככל שאלה לא הופיעו בתיאור שנמסר בפתח העדות המוקדמת של המתלוננת (כגון כיתוב באנגלית והאות ""איי"")",לא רלוונטי,לא רלוונטי
484878," לטענת המאשימה, אין במצב שנוצר לאחר עדותה האחרונה של המתלוננת יותר מראיה נוספת לאותם לחצים שבהם היא נתונה, ויש לראות בלחצים אלה חיזוק לגירסתה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
486588," עדותו של מתלונן ב' בפני חוקר הילדים הייתה עקבית, רציפה וסדורה, וניתן להתרשם כי הלה אכן חווה את האירועים על גופו ולא בדה אותם מליבו","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
488438,"עדותה המוקלטת של המתלוננת - צפיתי בעדותה המוקלטת של המתלוננת יותר מפעם, וכאמור לעיל, מצאתי אותה ראויה לאימון","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
486323,"יחד-עם-זאת, מתיאוריו המפורטים של מתלונן א' את הנאשם, אשר עלו בקנה אחד עם עדותם של שאר עדי התביעה, שוכנעתי כי הלה לא הצביע על תמונתו אך משום ששמו אוזכר בפניו, אלא מתוך היכרות אישית עימו",אמינה בגלל חיזוק חיצוני,לא רלוונטי
488413,משכך - חובה לבדוק בזהירות ובהקפדה יתירה את  שני האפיקים באמצעותם הובאה גירסתה בפני : ראשית יש לקבוע את אמינותה חוקרת הילדים ולאחר מכן להידרש  לעדותה  המוקלטת של המתלוננת,לא רלוונטי,לא רלוונטי
488647,"אשר על כן, על סמך עדותה האמינה של המתלוננת המסתייעת ומתחזקת במצבה הנפשי מיד לאחר העבירה שבוצעה בה, על סמך הראיות הנסיבתיות שפורטו  ולאחר דחיית גרסת הנאשם ולאחר שהזהרתי את עצמי כנדרש לנוכח היות המתלוננת עדה יחידה, אני מקבלת שהתביעה הוכיחה מעל לספק סביר את אשמתו של הנאשם בביצוע העבירה שבאישום הראשון",אמינה בגלל חיזוק חיצוני,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
489374,"תאור מאוד לא מדוייק של המתלוננת שהינה בחורה נמוכה, רזה,  בעלת תספורת קארה ושיער בצבע בהיר (קלטת העימות - ת/8)",לא רלוונטי,לא רלוונטי
491484,"ראה כמפורט מפי כבוד השופט צ' א' טל, בע""פ 4436/95 פלוני נ' מדינת ישראל [5], שבו העדות הכבושה של המתלוננת הייתה אף עדות ישירה יחידה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
491486,"בנסיבות דומות לאירוע שבפנינו, מעשה אונס של אב בבתו הקטינה (בגיל 8), אשר כבשה עדותה 8 שנים, ובית-המשפט קובע: ""גם הטענה שמדובר בעדות כבושה מצד המתלוננת במשך תקופה של שנים אין בה להושיע למערער שכן בית המשפט היה ער לנקודה זו ונתן לה את המשקל הראוי","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
500398,"לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
495122, גירסתה של הקטינה בכללותה הינה עיקבית ביותר,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
500387,"על מנת לקבוע מה משקלו של מחדל החקירה של אי גביית הודעה/הודעות מחבריה של המתלוננת והאם יש בו כדי להטות את הכף לעבר זיכויו של הנאשם מחמת הספק, כעתירת באת כוחו, אשוב על מסקנותיי לגבי מהימנות גרסאות המתלוננת  מזה והנאשם מזה, כשאני מזהירה עצמי כי ראיות התביעה מבוססות על עדותה היחידה של המתלוננת","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
500423,"לאור כל האמור לעיל ולאחר שהזהרתי עצמי כי הכרעת הדין מבוססת על עדותה היחידה של המתלוננת, לאור התרשמותי ממהימנות גרסתה ומאמינותה, אני קובעת כי המאשימה עמדה בנטל להוכיח את אשמתו של הנאשם ומרשיעה אותו בעבירה של מעשה מגונה באדם על פי  ל, התשל""ז-1977","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
501099," ב""כ המאשימה, עו""ד ניק קאופמן, ביקש להרשיע את הנאשם, כפי שהואשם בכתב האישום, על יסוד עדותה האמינה של המתלוננת, כי הנאשם כפה עליה קיום יחסי המין ברכבו ביום 2",לא רלוונטי,לא רלוונטי
501601,"עדויותיהן הישירות של המתלוננות אין בהן כדי לספק תשובה חיובית לכך,הן לא מסרו ולא סיפרו כי מעשיו של הנאשם נעשו לשם גירוי או סיפוק מיניים או שהם הרגישו והתרשמו שכך היו כוונותיו של הנאשם, כנראה הדבר נובע עקב גילן הרך יחסית","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
502437,גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
504583,נוכח גרסתה האמינה של המתלוננת והחיזוקים לדבריה הוכח כי הנאשם בעל את המתלוננת שלא בהסכמתה החופשית ו/או בהיותה שרויה במצב בו לא היה ביכולתה ליתן הסכמה חופשית ליחסי המין,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
